aX,aY,aZ,gX,gY,gZ
0.410,-0.153,0.502,-87.341,-71.167,122.375
0.413,-0.264,0.559,-74.097,-68.359,114.624
0.429,-0.378,0.593,-62.500,-61.646,109.497
0.424,-0.469,0.596,-62.378,-52.917,106.140
0.398,-0.486,0.551,-52.002,-44.617,106.812
0.406,-0.496,0.458,-5.798,-41.931,109.680
0.438,-0.459,0.436,40.039,-46.875,114.197
0.466,-0.391,0.447,80.383,-55.969,115.845
0.470,-0.290,0.517,139.954,-68.054,113.403
0.441,-0.282,0.529,226.990,-81.055,106.384
0.464,-0.305,0.647,269.714,-90.759,90.454
0.468,-0.380,0.710,262.451,-90.332,71.472
0.406,-0.552,0.725,245.605,-83.862,49.561
0.387,-0.703,0.802,188.538,-77.393,32.959
0.344,-0.792,0.797,105.469,-62.988,23.926
0.304,-0.713,0.803,5.920,-41.992,22.583
0.216,-0.670,0.743,-39.246,-25.635,20.813
0.091,-0.714,0.845,-79.651,-17.395,10.010
-0.055,-0.775,1.004,-124.878,-7.080,-2.380
-0.269,-0.691,1.089,-141.785,15.259,-5.920
-0.453,-0.526,1.191,-136.536,45.471,-7.202
-0.760,-0.255,1.587,-103.516,70.313,-6.836
-1.136,0.216,2.320,-32.532,100.159,-6.165
-1.612,0.856,3.375,42.725,157.898,-7.446
-2.407,1.571,4.000,132.996,255.066,-14.832
-3.722,2.239,4.000,191.895,407.776,-47.485
-4.000,2.706,4.000,112.305,640.808,-112.244
-4.000,2.956,4.000,-189.575,922.302,-251.770
-4.000,2.348,3.802,-325.989,1148.987,-468.628
-4.000,1.681,1.758,-242.249,1237.793,-652.649
-4.000,1.465,0.271,-72.083,1205.566,-747.681
-4.000,1.273,-0.779,62.866,1140.137,-795.776
-4.000,0.675,-2.070,94.421,1095.093,-844.788
-4.000,-0.546,-2.793,-45.898,1025.818,-922.791
-4.000,-2.685,-2.574,-212.402,892.456,-1028.076
-4.000,-4.000,-2.658,-265.625,791.260,-1032.837
-4.000,-4.000,-3.595,-244.629,747.986,-871.704
-4.000,-4.000,-4.000,-169.067,680.664,-617.676
-3.958,-3.362,-4.000,-8.484,517.822,-358.154
-3.142,-1.437,-4.000,110.901,278.809,-178.589
-2.644,-0.583,-2.875,146.484,70.679,-133.667
-2.254,-0.630,-1.276,117.493,-22.583,-161.682
-1.934,-1.043,-0.672,69.458,-10.864,-189.941
-1.653,-1.411,-0.783,39.246,30.090,-189.331
-1.371,-1.491,-0.981,22.827,47.546,-164.917
-1.313,-1.383,-1.094,22.217,40.405,-136.902
-1.247,-1.408,-1.017,16.174,19.836,-121.704
-1.291,-1.672,-0.873,18.005,1.404,-118.286
-1.342,-1.934,-0.630,19.958,-12.207,-106.750
-1.363,-1.814,-0.442,21.362,-15.381,-75.134
-1.366,-1.453,-0.413,25.818,-8.423,-38.269
-1.373,-1.180,-0.509,30.823,-0.183,-16.846
-1.389,-1.000,-0.638,31.372,2.625,-7.507
-1.381,-0.841,-0.722,30.334,-1.892,-0.916
-1.349,-0.759,-0.766,33.081,-12.146,3.235
-1.313,-0.800,-0.758,35.217,-25.513,2.930
-1.262,-0.835,-0.729,36.255,-37.964,4.150
-1.206,-0.762,-0.717,40.283,-49.744,11.353
-1.165,-0.750,-0.629,50.720,-63.599,15.747
-1.121,-0.844,-0.434,58.228,-77.820,14.221
-1.099,-0.980,-0.273,61.890,-85.083,15.198
-1.086,-1.154,-0.178,66.589,-85.876,20.203
-1.076,-1.255,-0.214,69.336,-81.238,32.898
-1.087,-1.254,-0.397,73.059,-75.256,52.551
-1.119,-1.230,-0.579,80.078,-76.233,71.411
-1.153,-1.183,-0.740,84.534,-85.938,87.646
-1.209,-1.158,-0.863,88.196,-102.417,100.403
-1.253,-1.152,-0.896,104.187,-128.601,110.107
-1.305,-1.168,-0.786,122.620,-160.889,118.408
-1.368,-1.298,-0.513,141.418,-193.176,122.314
-1.405,-1.451,-0.183,166.077,-215.881,129.883
-1.368,-1.507,0.055,173.279,-220.154,147.827
-1.322,-1.438,-0.035,151.733,-202.209,171.326
-1.245,-1.445,-0.408,125.732,-179.504,190.552
-1.236,-1.586,-0.843,106.140,-171.692,203.247
-1.252,-1.749,-1.200,92.346,-182.800,219.543
-1.345,-1.893,-1.407,92.957,-209.900,242.493
-1.481,-2.022,-1.289,109.985,-249.268,270.264
-1.628,-2.008,-0.942,159.058,-290.161,309.753
-1.653,-1.665,-0.538,187.012,-316.101,361.511
-1.610,-1.285,-0.267,180.908,-321.411,403.442
-1.505,-1.071,-0.141,151.611,-313.293,421.509
-1.443,-0.961,-0.035,104.065,-300.598,428.833
-1.361,-0.974,0.014,64.941,-283.997,433.838
-1.309,-0.911,-0.163,37.659,-255.859,445.862
-1.252,-0.718,-0.524,12.024,-224.182,467.102
-1.173,-0.385,-0.822,7.385,-207.581,487.915
-1.079,0.011,-0.986,30.090,-211.487,497.864
-0.904,0.375,-0.963,46.204,-229.980,492.310
-0.766,0.664,-0.804,53.711,-247.742,469.971
-0.509,0.819,-0.571,68.420,-258.850,435.852
-0.283,0.778,-0.286,68.115,-261.780,392.273
-0.140,0.595,0.002,47.058,-249.390,347.839
0.010,0.525,0.208,31.128,-225.037,318.542
0.167,0.265,0.234,7.141,-184.753,293.091
0.260,0.136,-0.224,-7.568,-130.249,276.672
0.344,0.394,-0.731,-34.790,-96.924,286.865
0.377,0.865,-0.848,-44.067,-104.797,296.448
0.489,1.161,-0.669,-17.273,-132.812,276.917
0.543,1.107,-0.397,-0.366,-148.804,233.337
0.568,0.658,-0.171,-2.258,-144.165,178.589
0.577,0.447,-0.021,-2.075,-126.404,154.846
0.615,0.657,-0.045,13.489,-102.783,164.490
-0.799,-1.068,-0.689,-89.294,-3.845,269.104
-0.745,-0.975,-0.624,-89.966,-20.264,266.357
-0.740,-1.016,-0.399,-41.016,-48.401,260.315
-0.662,-1.196,-0.125,25.635,-77.087,253.479
-0.629,-1.283,0.011,44.495,-82.642,255.981
-0.631,-1.231,0.105,21.851,-75.073,268.677
-0.598,-1.115,0.198,2.686,-66.956,282.410
-0.556,-0.995,0.310,-13.306,-58.472,290.710
-0.517,-0.868,0.377,-34.424,-42.725,294.678
-0.458,-0.725,0.363,-56.519,-20.874,295.227
-0.368,-0.563,0.247,-79.102,2.625,291.016
-0.272,-0.451,0.083,-98.999,21.851,279.846
-0.173,-0.408,-0.052,-115.540,31.067,262.390
-0.103,-0.403,-0.120,-121.948,30.151,244.141
-0.010,-0.475,-0.099,-114.624,20.630,227.539
0.062,-0.608,-0.020,-113.708,10.681,212.952
0.049,-0.789,0.030,-109.131,5.554,203.674
0.095,-0.896,0.004,-99.976,3.784,204.529
0.086,-0.930,-0.031,-89.783,1.404,213.989
0.095,-0.827,0.013,-91.919,-4.456,228.882
0.116,-0.637,0.068,-86.487,-12.268,243.896
0.147,-0.399,0.105,-82.153,-17.700,252.380
0.205,-0.198,0.115,-86.060,-19.897,250.488
0.284,-0.113,0.127,-97.046,-21.606,237.366
0.332,-0.107,0.142,-115.662,-23.743,216.370
0.362,-0.143,0.197,-133.667,-26.123,194.458
0.378,-0.216,0.185,-129.028,-26.917,176.636
0.386,-0.366,0.189,-122.192,-28.931,162.720
0.365,-0.519,0.241,-118.347,-33.936,153.687
0.325,-0.583,0.308,-91.797,-40.955,157.959
0.320,-0.521,0.378,-50.293,-49.255,174.255
0.314,-0.430,0.421,-15.930,-56.458,188.599
0.302,-0.318,0.407,-4.333,-61.035,194.214
0.289,-0.151,0.361,-0.671,-64.392,195.068
0.271,0.031,0.328,26.001,-72.205,190.857
0.198,0.207,0.451,78.003,-90.759,177.917
0.048,0.350,0.805,147.034,-116.882,156.494
-0.055,0.492,1.397,196.899,-131.409,127.869
-0.282,0.628,2.062,204.041,-114.624,92.041
-0.415,0.917,2.917,160.156,-62.134,53.406
-0.654,1.422,3.845,112.854,29.846,19.470
-1.300,1.941,4.000,120.422,165.344,-24.353
-2.260,2.272,4.000,106.140,332.886,-101.990
-3.361,2.196,4.000,17.578,527.893,-212.158
-4.000,1.892,4.000,-100.342,737.732,-339.294
-4.000,1.829,3.180,-256.775,905.334,-474.426
-4.000,1.841,1.951,-350.647,982.788,-619.934
-4.000,1.600,0.713,-319.153,977.783,-773.437
-4.000,1.258,-0.462,-220.642,918.396,-898.499
-4.000,0.652,-1.582,-173.767,834.351,-984.863
-4.000,-0.469,-2.156,-185.852,710.449,-1065.308
-4.000,-2.183,-1.302,-273.865,531.067,-1137.207
-4.000,-3.990,-0.414,-247.070,396.423,-1146.118
-4.000,-4.000,-0.387,-191.772,379.028,-1036.255
-3.976,-4.000,-1.205,-169.495,409.729,-813.171
-3.123,-4.000,-2.216,-147.888,399.841,-551.575
-2.420,-3.626,-2.566,-43.640,305.481,-319.275
-1.951,-1.900,-1.918,58.411,171.875,-167.175
-1.714,-0.841,-1.135,82.825,76.538,-117.798
-1.611,-0.591,-0.649,44.189,39.856,-139.648
-1.532,-0.924,-0.640,8.728,36.804,-175.903
-1.496,-1.412,-0.735,-21.301,32.043,-188.477
-1.395,-1.722,-0.695,-27.832,13.489,-171.021
-1.335,-1.719,-0.569,-11.719,-7.629,-133.728
-1.209,-1.550,-0.430,11.169,-24.658,-96.252
-1.177,-1.382,-0.223,34.729,-36.438,-71.716
-1.148,-1.140,-0.015,48.096,-39.368,-55.237
-1.129,-0.846,-0.019,49.377,-28.687,-45.044
-1.149,-0.765,-0.222,40.039,-13.000,-50.659
-1.195,-0.980,-0.420,29.846,-8.484,-66.589
-1.249,-1.230,-0.541,27.100,-16.541,-73.425
-1.284,-1.368,-0.605,33.447,-31.067,-63.538
-1.317,-1.474,-0.560,46.082,-50.598,-47.241
-1.320,-1.626,-0.375,61.768,-73.120,-29.175
-1.352,-1.776,-0.069,84.595,-91.675,-7.874
-1.359,-1.807,0.183,108.276,-97.717,22.339
-1.372,-1.717,0.212,116.028,-86.609,56.702
-1.364,-1.588,0.081,118.713,-70.374,87.341
-1.353,-1.437,-0.022,129.639,-62.073,111.267
-1.334,-1.262,-0.084,138.000,-61.584,131.226
-1.301,-1.086,-0.183,128.662,-61.218,144.592
-1.298,-1.071,-0.300,111.328,-62.073,147.705
-1.281,-1.240,-0.370,98.389,-69.946,145.386
-1.296,-1.514,-0.473,89.417,-80.200,148.071
-1.335,-1.827,-0.558,90.027,-94.849,160.583
-1.433,-2.120,-0.614,97.168,-114.990,184.631
-1.581,-2.389,-0.549,99.487,-136.658,216.553
-1.737,-2.524,-0.294,112.976,-157.593,259.033
-1.838,-2.310,0.081,151.733,-169.678,318.848
-1.825,-1.792,0.344,187.317,-164.185,381.836
-1.721,-1.264,0.302,168.884,-135.559,426.697
-1.593,-1.042,-0.009,129.761,-103.088,439.880
-1.486,-1.071,-0.363,85.022,-85.571,434.387
-1.481,-1.260,-0.647,48.157,-85.205,429.260
-1.515,-1.466,-0.853,44.861,-98.267,434.814
-1.572,-1.510,-0.957,54.871,-116.882,456.970
-1.600,-1.358,-0.871,75.256,-143.616,488.464
-1.623,-1.114,-0.524,101.868,-173.828,514.893
-1.563,-0.825,-0.160,124.084,-194.214,534.363
-1.419,-0.441,-0.005,116.943,-187.012,547.913
-1.199,0.022,-0.029,99.854,-164.795,550.720
-0.901,0.569,-0.163,105.225,-146.484,544.861
-0.497,1.100,-0.410,83.801,-131.226,520.996
-0.256,1.074,-0.529,51.086,-121.094,450.806
-0.031,0.731,-0.549,52.551,-125.671,363.098
0.089,0.251,-0.418,46.326,-138.062,304.687
0.147,-0.060,-0.301,58.716,-144.226,273.987
0.218,-0.102,-0.195,57.678,-144.104,271.973
0.290,0.034,-0.143,34.607,-137.695,277.649
0.352,0.218,-0.166,-2.563,-122.803,274.658
0.422,0.416,-0.286,1.038,-108.337,264.832
0.553,0.552,-0.342,22.949,-103.638,248.718
0.601,0.588,-0.307,25.085,-105.591,223.572
0.616,0.503,-0.178,29.724,-107.666,193.726
0.664,0.450,-0.075,34.485,-105.103,169.739
0.707,0.409,-0.108,36.072,-92.590,151.917
0.740,0.289,-0.168,24.536,-80.017,131.470
0.752,0.219,-0.176,18.921,-75.012,117.493
0.757,0.311,-0.114,23.987,-74.402,115.234
-1.232,-2.158,-0.285,-112.000,-3.174,66.956
-1.227,-2.081,-0.297,-117.554,-2.869,104.553
-1.192,-1.884,-0.404,-129.944,-0.305,141.174
-1.135,-1.776,-0.477,-156.921,-0.305,166.138
-1.109,-1.802,-0.477,-187.378,-4.944,182.007
-1.082,-1.865,-0.485,-204.041,-12.146,199.646
-1.048,-1.875,-0.407,-213.989,-19.531,221.985
-1.082,-1.854,-0.307,-205.505,-26.978,246.460
-1.022,-1.787,-0.016,-184.265,-37.048,273.193
-1.050,-1.798,0.239,-123.108,-44.128,296.265
-1.044,-1.791,0.363,-73.853,-38.452,317.505
-1.085,-1.739,0.382,-63.904,-22.949,339.844
-1.123,-1.644,0.380,-64.819,-7.141,362.305
-1.133,-1.472,0.296,-61.646,7.751,384.766
-1.136,-1.225,0.170,-53.589,21.301,404.175
-1.077,-0.969,0.019,-43.945,28.076,416.687
-0.973,-0.776,-0.098,-43.762,29.785,419.800
-0.864,-0.585,-0.118,-59.570,24.414,416.138
-0.731,-0.449,-0.138,-67.444,15.930,410.217
-0.601,-0.306,-0.058,-77.454,6.165,397.217
-0.522,-0.358,0.016,-98.145,-0.549,373.230
-0.437,-0.587,0.043,-114.136,-1.648,347.778
-0.432,-0.777,0.050,-152.527,4.700,334.595
-0.415,-0.812,-0.012,-166.016,10.132,342.224
-0.401,-0.618,-0.086,-142.273,7.141,364.929
-0.364,-0.281,-0.130,-100.525,-6.531,387.024
-0.287,0.083,-0.034,-63.904,-30.212,397.217
-0.179,0.409,0.122,-41.504,-54.993,391.174
-0.123,0.594,0.304,-10.498,-77.393,365.295
-0.106,0.547,0.573,0.854,-96.130,318.970
-0.027,0.402,0.843,-14.648,-101.257,271.118
0.005,0.234,0.928,-31.921,-85.388,236.816
0.021,0.152,0.826,-42.053,-59.937,215.698
0.030,0.194,0.660,-46.936,-40.771,205.200
-0.024,0.254,0.505,-20.630,-37.537,194.275
-0.145,0.318,0.637,15.137,-54.993,176.270
-0.283,0.444,1.081,40.344,-78.186,155.457
-0.388,0.656,1.678,47.302,-82.642,133.240
-0.599,0.937,2.416,42.786,-59.448,104.492
-0.742,1.431,3.348,61.829,-8.179,74.341
-0.979,2.112,4.000,113.892,83.496,45.837
-1.536,2.873,4.000,137.939,220.825,-1.831
-2.548,3.595,4.000,102.356,384.583,-90.088
-3.770,3.951,4.000,-20.630,560.425,-232.117
-4.000,4.000,4.000,-179.443,723.938,-417.603
-4.000,4.000,3.658,-296.509,850.037,-609.314
-4.000,3.970,2.096,-315.735,917.847,-824.402
-4.000,3.029,0.673,-231.506,894.287,-1038.452
-4.000,2.092,-0.699,-80.505,835.754,-1171.875
-4.000,0.682,-1.690,17.090,773.804,-1259.216
-4.000,-0.834,-1.521,-82.581,661.072,-1317.627
-4.000,-2.790,-0.724,-109.802,510.071,-1333.191
-4.000,-4.000,-0.452,-40.466,451.355,-1266.785
-4.000,-4.000,-0.671,-52.368,472.534,-1075.256
-4.000,-4.000,-1.595,-62.317,496.582,-789.490
-3.962,-3.749,-2.581,-43.274,463.379,-494.141
-3.213,-1.735,-2.968,25.940,355.347,-285.034
-2.770,-0.444,-2.602,60.852,210.815,-208.679
-2.547,-0.261,-1.870,63.904,89.111,-234.497
-2.415,-0.872,-1.181,43.518,15.381,-283.020
-2.196,-1.486,-0.730,25.696,-17.151,-289.307
-2.038,-1.718,-0.437,18.494,-27.954,-250.793
-1.882,-1.698,-0.184,31.372,-30.884,-199.524
-1.665,-1.515,-0.047,33.386,-21.973,-153.687
-1.580,-1.162,-0.212,32.959,-2.197,-116.455
-1.493,-0.860,-0.402,38.452,8.362,-97.351
-1.502,-0.650,-0.531,39.978,5.249,-93.689
-1.563,-0.684,-0.626,38.574,-2.502,-101.929
-1.643,-0.932,-0.653,30.273,-13.123,-113.586
-1.739,-1.164,-0.654,21.973,-24.658,-112.122
-1.832,-1.295,-0.628,19.836,-36.438,-95.703
-0.648,-0.937,0.227,35.889,-53.101,-70.313
-0.965,-0.544,-2.035,387.329,-93.018,-68.726
-1.101,-0.115,-0.353,159.790,-92.163,-132.385
-2.023,-4.000,0.794,-128.174,-93.933,-63.843
-1.618,-1.144,-0.110,-5.310,-64.026,229.187
-1.667,1.020,-0.373,139.282,-72.083,351.135
-1.590,0.422,-0.021,159.485,-112.366,192.993
-1.589,-1.443,0.015,70.129,-104.309,26.611
-1.640,-2.396,-0.482,34.485,-70.374,17.822
-1.670,-1.991,-0.654,48.584,-74.158,115.601
-1.676,-1.043,-0.358,96.924,-113.342,207.642
-1.641,-0.506,0.066,117.798,-141.907,234.985
-1.583,-0.480,0.225,105.957,-139.343,216.431
-1.522,-0.812,0.069,85.632,-118.408,189.209
-1.504,-1.187,-0.266,68.970,-100.830,179.687
-1.524,-1.479,-0.606,69.336,-99.670,190.918
-1.573,-1.726,-0.824,77.087,-117.004,213.013
-1.664,-1.911,-0.958,86.670,-142.639,240.295
-1.820,-2.117,-0.998,95.276,-174.622,270.325
-2.014,-2.442,-0.781,98.938,-213.867,301.208
-2.201,-2.647,-0.265,115.417,-251.465,350.281
-2.266,-2.380,0.290,132.141,-269.287,429.260
-2.250,-1.761,0.622,134.766,-257.507,512.939
-2.169,-1.156,0.711,119.080,-229.187,569.519
-2.114,-0.806,0.625,74.951,-190.491,592.224
-2.021,-0.668,0.235,40.283,-143.982,595.093
-1.967,-0.561,-0.430,10.315,-97.717,598.633
-1.944,-0.436,-1.024,-10.071,-74.890,606.934
-1.884,-0.183,-1.260,15.869,-94.971,617.981
-1.716,0.184,-1.147,77.515,-148.437,625.488
-1.507,0.467,-0.846,114.929,-202.576,613.647
-1.236,0.551,-0.596,120.056,-234.558,579.895
-1.124,0.410,-0.276,106.750,-249.939,531.738
-0.977,0.035,0.207,110.291,-260.498,486.755
-0.757,0.091,0.456,135.498,-248.108,477.539
-0.540,0.550,0.323,107.971,-207.092,492.737
-0.360,1.019,0.065,42.847,-161.926,489.197
-0.064,1.391,-0.151,3.784,-131.409,462.036
0.148,1.551,-0.247,-0.488,-117.920,413.025
0.333,1.549,-0.167,8.728,-118.347,354.614
0.448,1.465,-0.047,19.714,-116.150,300.415
0.547,1.341,0.026,37.476,-108.643,250.427
0.583,1.293,0.043,46.997,-96.252,213.745
0.594,1.267,0.023,49.011,-80.383,183.960
0.591,1.337,-0.054,42.847,-62.317,158.081
0.555,1.585,-0.112,36.804,-43.884,134.399
0.491,1.965,-0.148,50.598,-25.574,106.140
0.401,2.322,-0.182,67.078,-3.418,60.547
-0.411,-1.248,-0.288,-77.026,-0.916,155.090
-0.386,-1.301,-0.265,-82.581,-1.953,162.476
-0.364,-1.404,-0.290,-94.666,0.305,170.654
-0.357,-1.506,-0.347,-109.558,3.174,182.251
-0.372,-1.599,-0.374,-121.948,1.343,197.083
-0.393,-1.525,-0.329,-123.718,-5.737,220.581
-0.411,-1.320,-0.275,-106.995,-14.465,245.728
-0.406,-1.105,-0.223,-86.243,-21.851,262.207
-0.346,-0.942,-0.151,-78.735,-26.794,270.020
-0.289,-0.830,-0.128,-71.899,-29.236,272.827
-0.229,-0.811,-0.062,-72.021,-32.532,270.752
-0.188,-0.904,0.050,-83.008,-35.522,265.198
-0.170,-1.004,0.124,-101.257,-30.762,262.878
-0.183,-1.027,0.108,-118.347,-18.066,266.663
-0.200,-0.866,0.084,-109.497,-6.653,278.259
-0.180,-0.849,-0.079,-74.036,-2.625,283.813
-0.161,-0.786,0.007,-136.047,-5.798,269.348
-0.176,-0.658,0.079,-98.755,-20.386,264.099
-0.049,-0.591,0.356,-71.289,-33.936,267.029
0.006,-0.497,0.428,-88.501,-25.879,260.498
0.057,-0.588,0.377,-117.493,-4.150,245.117
0.194,-0.697,0.265,-160.400,14.709,234.863
0.251,-0.671,0.076,-158.691,24.963,235.779
0.259,-0.597,0.011,-145.508,20.569,239.197
0.309,-0.463,0.109,-141.174,6.592,238.525
0.325,-0.282,0.209,-125.671,-2.502,230.103
0.347,-0.242,0.396,-111.084,-8.179,210.999
0.422,-0.339,0.590,-106.689,-7.446,185.608
0.367,-0.412,0.604,-101.929,4.883,166.809
0.344,-0.417,0.599,-99.670,17.578,158.936
0.398,-0.345,0.624,-95.398,24.414,156.738
0.402,-0.170,0.642,-93.872,28.809,151.123
0.357,0.035,0.725,-98.328,31.311,134.216
0.285,0.123,0.992,-108.276,32.166,104.675
0.176,0.228,1.300,-128.967,41.321,72.205
0.017,0.453,1.454,-145.813,68.176,41.687
-0.088,0.715,1.673,-153.687,99.121,6.348
-0.269,1.058,1.883,-138.977,129.944,-38.330
-0.463,1.523,2.007,-114.807,169.983,-93.628
-0.757,2.034,2.330,-98.694,213.501,-160.461
-1.195,2.917,2.680,-100.891,263.977,-239.319
-1.634,4.000,2.506,-95.886,332.397,-335.815
-2.304,4.000,1.995,-61.340,390.564,-476.929
-3.199,4.000,1.657,-1.709,411.377,-646.484
-3.976,3.690,1.287,69.885,408.264,-788.696
-4.000,2.705,0.200,111.084,415.894,-881.409
-4.000,1.563,-0.531,103.088,395.386,-936.646
-4.000,0.186,0.318,58.167,325.562,-966.797
-4.000,-0.943,1.125,26.489,280.457,-958.618
-4.000,-1.740,0.949,7.568,309.082,-911.865
-4.000,-2.438,-0.004,-16.479,358.154,-850.403
-4.000,-3.085,-0.861,-21.240,368.042,-776.489
-4.000,-3.542,-1.905,-15.869,356.567,-687.988
-3.586,-3.551,-2.627,6.287,307.312,-575.989
-3.031,-3.152,-2.572,40.100,220.093,-457.581
-2.645,-2.293,-2.056,61.646,132.324,-351.501
-2.367,-1.431,-1.400,61.279,72.205,-280.029
-2.198,-1.233,-0.980,54.565,39.673,-255.737
-2.016,-1.480,-0.861,35.522,30.457,-248.474
-1.796,-1.816,-0.663,24.597,18.372,-226.135
-1.663,-2.041,-0.549,23.193,9.521,-191.040
-1.505,-1.979,-0.528,20.447,9.399,-144.287
-1.391,-1.802,-0.551,15.625,8.667,-104.431
-1.289,-1.524,-0.569,25.574,4.028,-73.364
-1.263,-1.276,-0.509,39.368,-3.723,-54.016
-1.277,-1.137,-0.430,44.861,-10.315,-46.875
-1.301,-1.115,-0.516,40.771,-9.827,-46.631
-1.344,-1.222,-0.601,33.142,-10.498,-47.729
-1.390,-1.359,-0.559,26.978,-19.592,-43.457
-1.425,-1.449,-0.455,22.644,-29.175,-31.860
-1.444,-1.540,-0.308,20.630,-35.522,-16.296
-1.430,-1.583,-0.226,21.118,-37.048,3.052
-1.408,-1.617,-0.232,23.804,-35.645,26.062
-1.393,-1.707,-0.109,31.555,-38.940,49.194
-1.387,-1.746,0.061,45.715,-42.297,76.172
-1.370,-1.603,0.241,60.059,-38.147,106.567
-1.337,-1.267,0.214,69.214,-22.156,133.911
-1.264,-0.991,-0.040,68.909,-1.770,149.231
-1.220,-1.034,-0.322,65.735,6.958,149.597
-1.222,-1.380,-0.413,69.153,-3.296,147.583
-1.241,-1.849,-0.426,76.721,-20.508,157.166
-1.281,-2.257,-0.447,91.309,-38.940,187.378
-1.418,-2.422,-0.239,112.610,-62.500,234.131
-1.541,-2.474,0.187,119.812,-78.857,276.794
-1.503,-2.262,0.300,120.544,-67.871,326.782
-1.419,-1.963,0.124,122.742,-43.457,370.789
-1.661,-1.799,-0.146,132.751,-33.203,402.344
-1.610,-1.693,-0.158,145.813,-44.250,426.514
-1.635,-1.560,-0.237,170.471,-57.251,448.608
-1.738,-1.317,-0.291,182.556,-69.214,470.154
-1.677,-1.019,-0.028,175.781,-84.167,483.887
-1.388,-0.798,-0.023,130.798,-79.590,489.380
-1.354,-0.881,-0.141,81.299,-63.477,479.736
-1.259,-1.050,-0.145,48.767,-58.533,472.595
-1.228,-1.114,-0.294,36.987,-48.462,478.760
-1.190,-0.969,-0.525,29.358,-37.598,492.249
-1.132,-0.612,-0.644,36.377,-39.185,505.981
-1.021,-0.231,-0.503,40.527,-50.964,508.118
-0.808,0.248,-0.364,37.109,-56.030,497.070
-0.530,0.713,-0.477,25.696,-44.495,471.252
-0.248,0.868,-0.655,15.686,-34.363,422.058
-0.002,0.732,-0.844,20.142,-35.767,363.220
0.149,0.374,-0.871,36.865,-49.255,311.584
0.182,0.172,-0.604,56.580,-73.181,283.691
0.216,0.164,-0.231,69.336,-90.576,271.057
0.279,0.207,-0.174,62.927,-80.933,256.775
0.315,0.046,-0.353,37.720,-59.509,234.558
0.339,0.005,-0.444,26.489,-52.063,217.651
0.388,0.268,-0.505,33.020,-55.237,213.501
0.394,0.492,-0.506,30.823,-56.763,199.524
0.452,0.655,-0.405,29.053,-59.937,172.729
0.483,0.840,-0.422,24.963,-53.528,143.494
0.499,0.998,-0.531,17.456,-43.335,110.168
0.425,1.086,-0.608,22.888,-40.039,71.167
0.364,1.250,-0.591,31.250,-41.321,31.311
0.303,1.831,-0.762,39.734,-35.583,-7.141
0.097,2.913,-1.203,40.527,-27.283,-55.908
-0.150,4.000,-1.537,48.584,-35.278,-133.179
-0.688,4.000,-2.033,46.326,-54.382,-257.568
-0.377,-0.793,0.296,11.047,-90.149,217.712
-0.303,-0.802,0.324,-19.348,-76.355,207.153
-0.255,-0.861,0.278,-52.673,-58.044,196.106
-0.178,-0.902,0.180,-86.365,-39.856,188.599
-0.127,-0.953,0.043,-108.093,-25.330,183.777
-0.086,-1.018,-0.062,-123.413,-18.555,180.786
-0.071,-1.014,-0.102,-127.563,-19.348,183.289
-0.054,-0.963,-0.061,-116.272,-26.428,187.866
-0.048,-0.924,0.040,-101.013,-33.752,190.125
-0.045,-0.854,0.148,-82.581,-37.231,191.406
-0.000,-0.789,0.188,-68.604,-34.119,191.284
0.040,-0.769,0.141,-67.200,-26.001,187.378
0.081,-0.736,0.097,-64.514,-21.484,183.472
0.099,-0.706,0.101,-52.795,-26.489,180.420
0.151,-0.614,0.204,-49.194,-35.461,178.345
0.184,-0.529,0.267,-47.058,-37.903,174.011
0.214,-0.462,0.294,-52.368,-34.851,164.734
0.249,-0.401,0.292,-60.059,-31.067,154.114
0.268,-0.360,0.261,-67.688,-26.978,141.174
0.272,-0.382,0.261,-73.059,-24.719,125.732
0.288,-0.451,0.294,-77.209,-23.499,110.962
0.286,-0.483,0.338,-76.477,-21.301,100.891
0.296,-0.513,0.385,-67.871,-18.066,93.628
0.319,-0.583,0.430,-64.697,-13.733,86.365
0.287,-0.675,0.450,-61.279,-7.507,80.872
0.336,-0.753,0.510,-55.725,-1.709,79.163
0.322,-0.784,0.488,-45.837,6.897,80.200
0.335,-0.753,0.418,-44.800,15.564,82.458
0.334,-0.687,0.345,-46.753,20.935,83.984
0.321,-0.615,0.350,-45.898,18.616,83.191
0.307,-0.557,0.371,-43.579,13.916,80.017
0.287,-0.506,0.482,-47.791,10.315,74.646
0.239,-0.459,0.652,-47.058,9.155,68.604
0.214,-0.447,0.832,-46.387,14.465,60.425
0.145,-0.393,0.850,-54.504,31.433,52.124
0.007,-0.306,0.847,-70.557,52.490,43.213
-0.118,-0.165,1.034,-76.050,63.965,32.837
-0.276,0.185,1.411,-78.125,74.219,23.315
-0.556,0.914,1.991,-97.473,98.328,6.165
-0.712,1.880,2.486,-94.421,143.433,-30.212
-1.159,3.027,3.034,-91.736,203.796,-98.022
-1.816,3.954,3.647,-106.079,273.865,-221.741
-2.894,4.000,4.000,-109.070,370.789,-386.963
-3.994,4.000,3.779,-115.356,486.450,-585.815
-4.000,3.937,2.521,-84.961,596.497,-792.664
-4.000,3.067,0.979,-2.747,646.790,-928.284
-4.000,2.207,-0.281,40.466,605.286,-989.197
-4.000,0.931,-0.578,50.232,510.437,-1018.555
