aX,aY,aZ,gX,gY,gZ
-4.000,-0.913,-0.187,-9.033,417.297,-1049.255
-4.000,-2.199,0.425,-47.852,344.055,-1022.217
-4.000,-3.050,0.488,-34.912,325.989,-933.105
-4.000,-3.425,-0.630,-15.503,359.680,-818.176
-4.000,-3.099,-1.814,1.160,360.901,-689.331
-3.664,-2.457,-2.303,33.020,298.035,-568.237
-3.326,-2.045,-2.190,58.838,205.078,-480.896
-3.086,-1.828,-1.965,73.425,126.770,-415.588
-2.911,-1.683,-1.669,78.674,62.988,-357.483
-2.759,-1.639,-1.291,74.768,11.780,-302.612
-2.631,-1.764,-0.938,69.458,-20.447,-254.883
-2.425,-1.875,-0.700,62.500,-34.912,-205.627
-2.200,-1.962,-0.595,52.063,-37.964,-155.579
-1.956,-2.025,-0.525,43.762,-39.734,-108.032
-1.801,-2.009,-0.391,45.776,-43.518,-62.866
-1.645,-1.738,-0.182,59.753,-46.570,-21.118
-1.469,-1.283,-0.177,70.984,-36.560,8.789
-1.338,-0.956,-0.274,73.486,-24.231,20.264
-1.271,-0.858,-0.374,71.167,-18.372,18.188
-1.266,-0.980,-0.459,65.918,-17.395,12.146
-1.283,-1.227,-0.446,63.721,-20.447,10.315
-1.286,-1.385,-0.383,68.298,-23.254,19.287
-1.276,-1.369,-0.364,75.073,-23.254,36.987
-1.249,-1.331,-0.336,81.055,-25.696,54.016
-1.221,-1.286,-0.244,82.703,-32.288,67.993
-1.197,-1.145,-0.069,80.078,-38.879,80.444
-1.126,-0.909,-0.003,72.571,-36.072,88.440
-1.048,-0.744,-0.138,61.829,-25.696,88.379
-0.999,-0.741,-0.218,53.711,-23.315,81.177
-0.968,-0.805,-0.152,49.988,-30.334,75.073
-0.943,-0.864,-0.124,44.922,-33.691,73.608
-0.923,-0.951,-0.201,40.283,-32.166,75.134
-0.937,-1.094,-0.249,40.161,-34.790,79.224
-0.967,-1.179,-0.148,46.143,-43.457,88.867
-0.983,-1.082,0.029,50.476,-48.706,103.210
-0.998,-0.868,0.092,50.293,-41.809,115.417
-0.946,-0.593,0.047,45.715,-30.090,119.324
-0.912,-0.494,-0.102,36.011,-18.738,113.098
-0.920,-0.632,-0.145,28.992,-19.531,100.525
-0.953,-0.904,-0.124,25.757,-26.672,92.529
-1.014,-1.261,-0.092,21.423,-31.738,93.140
-1.074,-1.607,-0.066,21.545,-35.522,106.140
-1.140,-1.946,-0.108,23.682,-38.574,130.676
-1.232,-2.390,-0.205,20.325,-39.612,161.743
-1.317,-2.630,-0.236,28.992,-45.471,207.397
-1.432,-2.565,-0.203,57.373,-55.664,266.785
-1.635,-2.296,-0.150,86.243,-66.284,326.599
-1.665,-1.929,0.066,107.971,-75.500,374.817
-1.671,-1.627,0.173,109.131,-71.777,405.151
-1.598,-1.422,0.040,100.952,-55.420,425.415
-1.498,-1.471,-0.211,82.703,-41.382,436.279
-1.426,-1.747,-0.404,73.547,-42.542,446.045
-1.471,-2.065,-0.488,74.219,-56.396,468.628
-1.538,-2.141,-0.448,76.965,-74.646,508.789
-1.737,-1.974,-0.253,76.965,-92.529,560.547
-1.740,-1.545,0.022,73.853,-104.248,612.549
-2.008,-1.029,0.213,68.176,-104.004,652.527
-1.887,-0.313,0.224,53.528,-86.243,676.025
-1.681,0.333,-0.069,37.170,-58.044,678.101
-1.305,0.687,-0.374,13.672,-38.879,648.926
-0.952,0.796,-0.612,1.282,-35.034,605.225
-0.646,1.040,-0.587,21.606,-49.316,567.932
-0.395,1.442,-0.187,58.105,-77.942,535.583
-0.115,1.786,0.280,85.022,-95.032,486.633
0.169,1.768,0.467,70.923,-78.003,410.706
0.372,1.594,0.199,21.057,-36.316,329.590
0.527,1.398,-0.349,-25.391,-0.183,265.320
0.578,1.098,-0.730,-48.889,9.521,212.708
0.594,0.933,-0.638,-33.142,-10.620,174.683
0.638,1.069,-0.388,1.648,-31.860,152.100
0.658,1.268,-0.352,17.090,-29.297,127.197
-0.165,-1.169,-0.173,-65.308,-13.245,97.473
-0.154,-1.180,-0.216,-73.181,-15.869,101.929
-0.250,-1.228,-0.190,-75.317,-22.095,107.178
-0.126,-1.147,-0.067,-72.754,-31.921,118.469
-0.152,-1.145,-0.012,-65.552,-34.241,122.559
-0.148,-1.130,0.019,-59.021,-32.104,122.803
-0.151,-1.071,0.049,-50.171,-29.541,128.418
-0.139,-0.995,0.046,-41.931,-27.222,133.057
-0.113,-0.934,0.038,-40.344,-24.841,132.141
-0.091,-0.914,0.024,-45.776,-22.400,128.784
-0.062,-0.915,-0.002,-52.551,-20.325,124.268
-0.043,-0.956,-0.007,-57.983,-21.423,119.934
-0.027,-0.975,-0.006,-62.073,-23.315,117.920
-0.016,-1.014,0.018,-59.937,-25.879,118.103
-0.005,-1.054,0.077,-61.829,-29.419,119.324
0.001,-1.059,0.119,-62.622,-30.273,122.192
0.012,-1.056,0.148,-61.462,-28.564,125.427
0.023,-1.065,0.164,-61.646,-26.062,127.197
0.050,-1.050,0.178,-61.584,-23.743,129.150
0.064,-1.021,0.197,-62.439,-21.240,131.226
0.088,-0.962,0.200,-65.857,-17.578,131.958
0.113,-0.875,0.192,-71.289,-12.756,132.019
0.142,-0.795,0.155,-80.566,-8.362,129.883
0.189,-0.753,0.107,-93.323,-5.005,124.573
0.218,-0.759,0.042,-103.638,-4.578,118.652
0.232,-0.805,0.050,-105.347,-9.521,113.464
0.239,-0.864,0.140,-100.708,-17.578,111.450
0.233,-0.900,0.261,-89.966,-22.644,112.000
0.249,-0.852,0.328,-79.041,-20.386,116.211
0.230,-0.795,0.363,-72.998,-13.184,119.019
0.253,-0.791,0.401,-68.115,-7.385,118.164
0.253,-0.837,0.450,-70.679,-2.625,117.310
0.234,-0.886,0.456,-80.688,4.822,117.493
0.214,-0.871,0.481,-91.248,11.169,121.582
0.189,-0.788,0.491,-90.576,15.991,128.357
0.103,-0.673,0.587,-91.797,17.822,132.996
-0.041,-0.452,0.752,-95.032,16.907,135.986
-0.144,-0.027,1.035,-108.032,16.785,134.705
-0.355,0.511,1.517,-155.090,26.611,119.568
-0.561,1.389,2.223,-201.416,57.129,88.196
-0.814,2.869,2.730,-219.849,121.765,40.222
-1.059,4.000,3.048,-202.759,212.830,-49.622
-1.775,4.000,3.396,-172.791,302.124,-211.975
-2.875,4.000,4.000,-171.570,372.498,-459.229
-3.931,4.000,3.359,-106.689,480.896,-687.561
-4.000,4.000,1.875,-38.086,569.824,-871.033
-4.000,3.517,0.708,5.859,548.889,-1009.949
-4.000,2.217,0.158,66.589,463.867,-1083.435
-4.000,0.641,-0.106,91.125,396.362,-1117.554
-4.000,-1.228,-0.166,28.870,352.966,-1128.662
-4.000,-2.699,0.499,-21.912,295.593,-1082.825
-4.000,-3.660,0.282,-26.245,299.683,-981.384
-4.000,-4.000,-1.816,-22.888,371.887,-856.567
-4.000,-4.000,-3.741,7.019,365.967,-709.839
-3.665,-3.610,-3.573,60.974,224.731,-556.580
-3.084,-2.427,-2.391,104.614,72.876,-412.903
-2.771,-1.572,-1.305,118.042,-7.202,-324.280
-2.562,-1.553,-0.427,106.079,-34.668,-292.603
-2.380,-1.759,-0.011,85.999,-25.757,-265.991
-2.173,-1.850,-0.213,66.528,7.141,-224.304
-1.929,-1.875,-0.661,42.908,35.767,-180.481
-1.679,-1.850,-0.953,24.658,39.856,-141.052
-1.481,-1.714,-0.998,14.038,23.010,-104.248
-1.340,-1.444,-0.725,16.785,-4.456,-71.411
-1.295,-1.257,-0.392,25.879,-28.015,-51.880
-1.343,-1.153,-0.019,33.569,-39.001,-41.382
-1.387,-1.146,0.318,41.565,-37.903,-36.438
-1.461,-1.191,0.344,47.546,-18.982,-32.043
-1.515,-1.304,0.189,52.490,2.075,-25.146
-1.562,-1.378,-0.042,57.800,15.076,-12.451
-1.593,-1.445,-0.177,65.002,14.771,3.723
-1.602,-1.502,-0.252,71.533,5.859,23.987
-1.602,-1.515,-0.265,77.332,-7.629,48.645
-1.606,-1.551,-0.127,79.529,-26.306,72.937
-1.578,-1.593,0.103,83.984,-43.579,98.083
-1.580,-1.676,0.244,87.646,-49.438,123.413
-1.551,-1.737,0.286,87.708,-46.753,151.123
-1.526,-1.790,0.257,93.506,-41.870,181.702
-1.488,-1.837,0.192,102.478,-38.696,214.233
-1.534,-1.788,0.092,109.192,-37.292,248.840
-1.516,-1.739,0.068,112.854,-39.856,278.198
-1.459,-1.654,0.051,125.488,-44.128,307.800
-1.548,-1.335,0.114,141.968,-48.401,337.219
-1.406,-1.081,0.164,152.649,-51.697,354.980
-1.321,-0.907,0.128,157.471,-49.988,363.464
-1.236,-0.855,0.149,156.921,-50.110,364.197
-1.136,-0.824,0.103,144.409,-47.852,363.037
-1.042,-0.858,-0.049,121.216,-40.527,361.572
-0.864,-1.022,-0.254,104.187,-38.818,359.680
-0.972,-1.131,-0.318,94.116,-46.814,366.272
-0.931,-1.172,-0.280,87.891,-60.608,378.113
-0.920,-1.126,-0.226,92.529,-71.228,390.686
-0.981,-0.932,-0.073,95.032,-80.261,404.663
-0.888,-0.665,0.037,91.187,-82.825,415.161
-0.783,-0.476,0.073,76.111,-75.378,413.208
-0.661,-0.385,0.027,61.646,-63.232,401.184
-0.573,-0.443,-0.027,54.199,-53.528,384.460
-0.472,-0.519,-0.104,46.082,-46.204,373.657
-0.416,-0.557,-0.175,39.368,-40.649,369.751
-0.368,-0.551,-0.219,31.982,-37.842,368.347
-0.301,-0.525,-0.234,28.625,-35.645,367.920
-0.241,-0.400,-0.232,33.630,-35.461,368.225
-0.160,-0.158,-0.240,41.931,-36.072,367.371
-0.018,0.083,-0.242,47.119,-37.720,357.300
0.096,0.121,-0.206,42.847,-39.185,333.252
0.188,-0.006,-0.133,39.612,-39.368,304.565
0.272,-0.042,-0.166,42.542,-34.058,286.743
0.332,0.038,-0.238,48.401,-28.748,276.672
0.397,0.119,-0.199,57.800,-32.043,263.489
0.455,0.185,-0.144,69.214,-35.461,244.873
0.531,0.204,-0.099,75.928,-34.302,223.633
0.590,0.189,-0.037,71.289,-32.043,201.660
0.635,0.159,-0.059,59.998,-25.452,181.213
0.653,0.078,-0.188,48.035,-14.709,161.682
0.664,-0.025,-0.251,36.560,-9.949,145.874
0.696,-0.015,-0.317,28.198,-8.850,137.878
0.698,-0.020,-0.410,28.503,-6.470,132.019
0.722,-0.056,-0.339,30.518,-12.085,122.864
0.739,0.039,-0.290,33.508,-15.991,118.958
-0.698,-1.567,-0.515,-81.482,-51.575,103.821
-0.672,-1.502,-0.516,-91.736,-58.167,117.126
-0.641,-1.429,-0.509,-102.173,-65.674,129.456
-0.597,-1.369,-0.487,-111.145,-72.632,139.465
-0.596,-1.357,-0.490,-119.812,-79.285,147.766
-0.551,-1.370,-0.421,-131.531,-87.219,155.823
-0.529,-1.386,-0.355,-134.277,-95.093,167.053
-0.586,-1.421,-0.208,-127.563,-104.553,177.612
-0.568,-1.491,0.134,-114.929,-114.563,188.293
-0.544,-1.548,0.232,-106.079,-104.309,202.759
-0.532,-1.507,0.139,-105.347,-83.069,220.398
-0.505,-1.349,0.029,-103.699,-70.068,239.502
-0.500,-1.158,-0.001,-93.811,-68.726,254.089
-0.470,-1.009,0.067,-92.773,-72.021,259.705
-0.420,-0.955,0.108,-99.487,-70.374,259.338
-0.369,-0.903,0.097,-114.197,-62.622,257.324
-0.314,-0.819,0.037,-120.117,-54.321,255.249
-0.249,-0.792,-0.024,-123.047,-48.950,250.305
-0.210,-0.834,-0.057,-133.606,-47.852,242.004
-0.175,-0.914,-0.065,-146.179,-50.903,235.352
-0.155,-0.965,0.032,-153.259,-59.021,234.131
-0.153,-0.906,0.292,-143.433,-72.205,238.708
-0.132,-0.767,0.589,-119.629,-77.637,245.239
-0.097,-0.597,0.697,-106.995,-64.514,247.314
-0.039,-0.471,0.629,-107.910,-41.504,242.493
0.016,-0.454,0.515,-120.789,-21.362,230.713
0.090,-0.479,0.447,-138.855,-10.071,217.346
0.115,-0.468,0.364,-144.897,-5.066,207.764
0.144,-0.471,0.332,-152.344,-4.944,198.303
0.160,-0.488,0.284,-168.030,-3.540,188.904
0.166,-0.472,0.292,-176.208,-5.371,181.152
0.171,-0.409,0.371,-171.204,-10.803,177.246
0.184,-0.347,0.452,-170.227,-13.428,171.204
0.176,-0.226,0.421,-174.133,-9.399,163.391
0.126,-0.113,0.403,-178.833,-7.568,152.649
0.036,-0.003,0.504,-169.739,-12.573,140.564
-0.112,0.069,0.721,-150.940,-21.545,127.075
-0.346,0.236,0.992,-146.484,-21.973,113.281
-0.632,0.661,1.390,-172.729,-9.766,96.130
-0.915,1.503,1.931,-236.145,19.531,68.176
-0.970,2.917,2.389,-311.707,77.209,19.958
-1.278,4.000,2.182,-296.631,158.020,-61.829
-1.994,4.000,2.500,-174.194,206.116,-196.045
-3.438,4.000,3.576,-98.633,237.366,-414.368
-4.000,4.000,3.217,-120.605,336.792,-698.242
-4.000,4.000,1.310,-163.757,450.562,-985.107
-4.000,4.000,0.388,-132.385,429.871,-1218.628
-4.000,3.105,0.382,-17.944,315.063,-1344.543
-4.000,1.694,-0.272,135.376,250.977,-1364.807
-4.000,0.186,-0.972,208.740,229.736,-1347.656
-4.000,-1.584,-1.185,184.082,205.933,-1322.876
-4.000,-3.641,-1.162,51.697,185.852,-1287.109
-4.000,-4.000,-0.591,-42.542,133.789,-1171.387
-4.000,-4.000,-0.714,-4.456,118.591,-970.154
-4.000,-4.000,-2.582,73.975,159.302,-720.703
-4.000,-3.979,-3.041,98.145,109.131,-506.409
-3.468,-3.358,-1.705,103.210,-20.569,-381.287
-2.946,-2.817,-0.910,115.845,-75.378,-292.908
-2.551,-2.161,-0.603,96.069,-69.519,-218.201
-2.211,-1.839,-0.068,73.975,-69.519,-172.729
-1.872,-1.923,0.135,44.922,-53.467,-149.719
-1.574,-1.891,-0.197,18.188,-22.705,-118.958
-1.354,-1.852,-0.255,-1.587,-20.935,-86.853
-1.222,-1.579,-0.124,2.625,-36.865,-52.307
-1.182,-1.360,0.280,16.479,-55.359,-28.687
-1.190,-1.178,0.564,30.212,-58.472,-16.113
-1.228,-1.112,0.585,36.682,-43.640,-11.597
-1.272,-1.171,0.463,41.443,-25.818,-10.071
-1.304,-1.259,0.268,44.800,-11.597,-4.578
-1.324,-1.290,0.073,49.194,-4.211,7.629
-1.326,-1.281,-0.072,54.382,-5.249,23.804
-1.321,-1.238,-0.135,58.289,-13.489,41.260
-1.313,-1.234,-0.118,59.265,-25.879,57.861
-1.305,-1.355,0.011,62.195,-39.856,72.266
-1.304,-1.519,0.151,68.176,-51.636,90.698
-1.320,-1.683,0.233,71.960,-58.716,114.380
-1.342,-1.891,0.294,77.209,-63.416,141.357
-1.414,-1.918,0.401,93.262,-66.711,176.941
-1.426,-1.665,0.568,112.854,-65.735,217.224
-1.446,-1.331,0.524,121.094,-50.049,247.192
-1.400,-0.912,0.498,119.019,-31.799,263.977
-1.283,-0.599,0.271,105.835,-11.902,265.991
-1.204,-0.575,-0.028,88.196,1.587,254.089
-1.156,-0.795,-0.113,80.872,-7.446,239.380
-1.130,-1.077,-0.100,83.008,-25.635,232.605
-1.132,-1.392,-0.083,80.444,-38.452,234.802
-1.158,-1.714,-0.085,76.172,-46.082,245.056
-1.196,-2.023,-0.110,74.646,-51.025,264.587
-1.272,-2.194,-0.128,75.806,-56.152,295.471
-1.337,-2.161,-0.107,87.463,-64.087,337.219
-1.387,-1.982,-0.035,103.149,-73.547,380.188
-1.222,-1.736,-0.035,111.694,-78.674,416.687
-1.474,-1.502,0.020,114.624,-84.106,444.702
-1.402,-1.226,0.170,128.174,-90.698,463.501
-1.273,-1.111,0.225,126.404,-87.952,468.445
-1.233,-1.099,0.194,102.661,-75.134,466.797
-1.120,-1.136,0.176,75.867,-62.439,466.797
-1.046,-1.142,0.104,56.152,-49.011,472.290
-0.989,-1.079,0.065,42.480,-39.429,481.506
-0.944,-0.927,0.085,34.180,-35.034,492.981
-0.871,-0.614,0.108,28.015,-30.396,504.944
-0.738,-0.250,0.060,22.766,-21.851,510.437
-0.573,-0.082,-0.040,5.554,-12.329,496.887
-0.438,-0.163,-0.064,-15.930,-6.287,470.520
-0.306,-0.152,-0.131,-18.372,-4.272,453.308
-0.214,-0.003,-0.174,-2.197,-5.554,449.402
-0.146,0.237,-0.024,10.681,-16.479,442.749
-0.032,0.485,0.241,32.471,-27.954,427.673
0.086,0.716,0.407,37.292,-25.818,402.405
0.228,0.958,0.328,17.212,-5.188,370.117
0.370,1.092,0.178,-19.287,18.372,328.125
0.497,1.106,-0.108,-44.861,38.208,282.837
0.573,1.093,-0.371,-43.335,45.410,241.638
0.608,1.074,-0.300,-19.348,30.945,205.872
0.626,1.090,0.033,-2.075,15.198,173.584
0.644,1.165,0.068,0.977,25.635,142.273
0.615,1.253,-0.140,-1.953,49.072,108.582
0.524,1.484,-0.297,-5.676,62.683,72.266
0.517,2.017,-0.457,6.958,71.106,32.532
-0.723,-1.400,-0.272,-136.108,-29.175,271.851
-0.704,-1.301,-0.146,-132.935,-31.128,281.799
-0.671,-1.175,-0.094,-124.939,-29.907,291.565
-0.618,-1.031,-0.105,-116.943,-22.644,296.875
-0.561,-0.893,-0.130,-109.802,-16.724,297.302
-0.498,-0.789,-0.085,-98.938,-16.846,293.274
-0.431,-0.772,0.030,-88.928,-19.958,285.034
-0.370,-0.802,0.156,-84.839,-18.616,274.902
-0.318,-0.754,0.168,-79.224,-10.254,268.127
-0.256,-0.652,0.106,-74.463,-1.587,262.085
-0.191,-0.547,0.041,-75.623,0.793,252.197
-0.122,-0.500,0.020,-83.557,-1.709,237.183
-0.064,-0.545,0.092,-97.046,-7.263,217.957
-0.026,-0.645,0.244,-111.328,-13.794,199.585
-0.001,-0.712,0.373,-124.084,-13.733,187.561
0.029,-0.730,0.427,-135.315,-5.859,180.786
0.052,-0.727,0.404,-143.555,4.578,175.903
0.072,-0.719,0.349,-145.325,13.245,171.204
0.078,-0.684,0.312,-138.550,17.029,169.128
0.100,-0.608,0.337,-129.456,16.968,168.396
0.127,-0.532,0.338,-117.371,17.212,165.955
0.122,-0.566,0.387,-127.930,19.836,158.569
0.130,-0.620,0.430,-146.057,24.231,153.442
0.119,-0.566,0.439,-145.874,30.212,154.175
0.136,-0.518,0.496,-137.329,32.654,153.748
0.166,-0.505,0.518,-133.667,37.476,149.109
0.196,-0.543,0.474,-138.855,45.105,142.456
0.203,-0.532,0.427,-145.874,48.767,138.000
0.217,-0.474,0.485,-148.132,47.424,137.329
0.237,-0.397,0.482,-146.667,48.218,135.132
0.250,-0.407,0.435,-153.809,52.490,127.991
0.251,-0.449,0.417,-160.156,52.246,120.422
0.237,-0.415,0.401,-155.518,50.171,117.432
0.174,-0.311,0.408,-143.982,45.105,114.258
0.115,-0.079,0.424,-124.634,38.086,109.680
-0.015,0.145,0.591,-120.911,30.640,98.877
-0.137,0.568,0.779,-145.203,28.381,80.200
-0.221,1.357,0.998,-176.819,38.635,51.392
-0.247,2.561,1.143,-210.937,59.937,2.075
-0.482,3.998,1.193,-226.196,84.656,-73.853
-1.219,4.000,2.172,-183.716,87.158,-206.238
-2.674,4.000,3.498,-155.762,107.544,-412.231
-4.000,4.000,3.391,-100.647,221.252,-670.410
-4.000,4.000,1.719,-77.026,359.436,-992.493
-4.000,3.954,0.473,-50.842,375.488,-1284.241
-4.000,1.751,-0.369,47.424,309.143,-1405.701
-4.000,0.190,-0.999,150.269,244.995,-1400.024
-4.000,-1.169,-1.556,175.049,200.928,-1353.882
-4.000,-2.897,-0.966,89.783,135.864,-1304.810
-4.000,-4.000,0.949,6.104,49.561,-1216.187
-4.000,-4.000,1.509,2.136,75.134,-1047.119
-4.000,-4.000,-0.474,16.785,205.017,-834.412
-4.000,-3.729,-2.381,33.569,249.756,-662.842
-3.875,-3.454,-2.496,47.913,162.292,-543.823
-3.212,-3.166,-2.276,64.819,67.078,-437.927
-2.686,-2.778,-2.068,61.829,5.249,-339.294
-2.317,-2.105,-1.291,55.847,-58.533,-252.258
-2.009,-1.779,-0.322,53.528,-100.525,-197.510
-1.687,-1.687,0.041,30.762,-89.722,-164.490
-1.412,-1.440,0.019,16.296,-61.218,-131.348
-1.221,-1.425,0.104,3.418,-46.814,-109.314
-1.109,-1.318,0.062,-10.315,-37.598,-89.661
-1.042,-1.127,0.023,-9.155,-33.264,-71.228
-1.061,-1.090,0.036,-10.193,-35.706,-62.195
-1.111,-1.093,0.126,-4.700,-39.368,-57.556
-1.150,-1.068,0.095,2.258,-38.269,-48.035
-1.173,-1.058,-0.003,7.446,-35.400,-37.170
-1.189,-1.065,-0.107,12.817,-35.889,-25.024
-1.215,-1.083,-0.085,21.729,-40.894,-10.986
-1.234,-1.027,0.054,33.203,-46.448,5.798
-1.245,-0.937,0.214,42.847,-45.166,22.278
-1.229,-0.921,0.286,49.011,-36.316,33.813
-1.206,-0.976,0.262,52.490,-25.574,43.274
-1.185,-1.036,0.170,51.331,-17.944,53.955
-1.173,-1.143,0.051,52.917,-16.418,66.284
-1.171,-1.276,-0.024,58.044,-23.315,81.970
-1.180,-1.418,-0.021,63.354,-36.255,102.478
-1.234,-1.553,-0.031,70.313,-52.002,126.953
-1.305,-1.661,0.055,79.529,-70.374,156.677
-1.404,-1.685,0.230,91.187,-86.914,190.002
-1.532,-1.544,0.513,105.103,-96.863,223.938
-1.647,-1.325,0.844,113.403,-94.116,252.319
-1.643,-1.141,0.982,109.192,-72.998,272.949
-1.635,-1.172,0.881,94.971,-40.955,283.508
-1.626,-1.369,0.747,77.881,-15.137,291.443
-1.627,-1.567,0.574,72.144,2.136,305.664
-1.629,-1.778,0.365,78.552,13.184,326.721
-1.657,-2.023,0.167,82.336,16.174,351.929
-1.737,-2.250,0.089,90.332,9.094,383.667
-1.834,-2.357,0.099,102.173,-1.892,425.354
-1.977,-2.335,0.135,115.234,-9.888,473.389
-2.089,-2.177,0.235,124.023,-14.832,522.156
-2.037,-1.892,0.296,124.939,-12.817,568.420
-2.302,-1.465,0.320,119.629,-4.333,607.727
-2.168,-0.881,0.294,115.417,10.803,634.094
-1.904,-0.506,-0.013,84.778,39.246,634.521
-1.670,-0.350,-0.385,34.180,67.139,613.647
-1.411,-0.224,-0.667,16.418,75.989,592.163
-1.115,-0.031,-0.881,37.659,66.345,575.562
-0.792,0.122,-0.922,68.848,40.771,553.528
-0.547,0.284,-0.766,98.755,5.127,528.076
-0.285,0.468,-0.526,127.380,-27.161,500.549
-0.099,0.459,-0.229,136.353,-47.241,460.510
0.053,0.296,0.055,120.239,-53.162,412.659
0.194,0.234,0.039,87.891,-38.208,376.709
0.312,0.209,-0.303,41.260,-10.132,348.755
0.388,0.136,-0.667,0.061,5.737,320.618
0.427,0.146,-0.703,-7.446,-4.883,300.903
0.505,0.283,-0.477,11.108,-28.259,289.001
0.542,0.409,-0.306,15.198,-35.278,275.269
0.589,0.453,-0.288,0.366,-26.733,254.456
0.622,0.506,-0.381,0.671,-16.235,232.422
0.677,0.615,-0.383,13.245,-15.686,211.182
0.698,0.729,-0.374,20.874,-17.395,187.866
0.708,0.743,-0.350,18.250,-16.968,159.973
0.672,0.732,-0.329,11.047,-12.939,132.080
0.622,0.864,-0.398,10.620,-4.639,110.413
0.587,1.213,-0.537,20.264,4.089,89.600
0.567,1.733,-0.717,34.851,9.216,58.899
-0.953,-2.271,-0.271,-106.018,-2.441,94.177
-0.973,-2.251,-0.077,-107.422,-1.221,127.625
-0.988,-2.116,0.164,-103.943,5.249,160.645
-0.971,-1.935,0.260,-106.567,24.353,187.317
-0.950,-1.802,0.172,-121.155,53.833,204.834
-0.930,-1.730,0.032,-135.864,80.017,216.675
-0.870,-1.712,-0.131,-146.057,98.328,227.295
-0.880,-1.707,-0.331,-155.823,110.657,238.464
-0.819,-1.687,-0.479,-164.246,114.075,249.695
-0.832,-1.715,-0.572,-167.419,109.680,261.902
-0.810,-1.694,-0.606,-165.710,99.426,279.053
-0.809,-1.602,-0.612,-153.748,87.036,300.171
-0.798,-1.465,-0.570,-140.930,72.388,321.289
-0.778,-1.329,-0.485,-128.967,57.800,338.806
-0.761,-1.182,-0.359,-116.760,45.044,352.478
-0.744,-1.036,-0.227,-105.042,33.936,361.694
-0.707,-0.841,-0.155,-97.534,27.954,366.882
-0.657,-0.580,-0.181,-96.252,24.719,367.920
-0.568,-0.322,-0.151,-110.107,19.348,360.474
-0.464,-0.112,-0.106,-127.808,13.611,342.224
-0.353,-0.063,-0.057,-147.705,9.766,314.148
-0.254,-0.178,-0.025,-166.260,7.751,283.508
-0.159,-0.352,0.012,-175.720,6.226,259.827
-0.178,-0.468,0.028,-163.147,3.540,249.512
-0.161,-0.475,0.103,-141.296,-3.174,249.329
-0.165,-0.346,0.203,-130.432,-9.583,251.526
-0.119,-0.123,0.264,-112.915,-13.916,251.587
-0.088,0.074,0.303,-98.511,-17.090,243.958
-0.046,0.156,0.362,-104.431,-18.738,226.196
-0.017,0.183,0.449,-126.587,-18.616,203.430
0.015,0.178,0.488,-140.991,-15.442,182.678
0.015,0.181,0.447,-146.606,-10.071,164.062
0.013,0.172,0.442,-146.057,-9.399,146.240
-0.009,0.194,0.477,-139.648,-12.695,129.761
-0.068,0.232,0.538,-131.592,-15.503,114.380
-0.160,0.266,0.699,-123.840,-18.982,97.351
-0.262,0.354,0.925,-119.446,-20.813,80.200
-0.397,0.687,1.191,-125.977,-13.306,62.927
-0.455,1.211,1.494,-152.527,4.578,34.912
-0.548,2.004,1.833,-187.012,33.997,-8.667
-0.687,3.078,2.124,-192.261,75.623,-73.181
-1.196,4.000,2.312,-132.202,123.474,-164.795
-1.889,4.000,2.951,-75.073,166.443,-299.438
-3.370,4.000,3.469,-15.991,235.962,-480.896
-4.000,4.000,3.024,3.296,351.501,-719.666
-4.000,4.000,1.263,-11.292,466.187,-996.765
-4.000,3.779,-0.426,16.663,470.642,-1212.524
-4.000,2.308,-1.152,104.736,364.563,-1298.828
-4.000,0.975,-1.673,221.802,258.850,-1308.472
-4.000,-0.719,-2.068,247.498,206.970,-1307.434
-4.000,-2.684,-1.613,144.104,148.071,-1295.166
-4.000,-4.000,-0.383,52.734,77.148,-1220.642
-4.000,-4.000,0.181,27.100,78.552,-1060.425
-4.000,-4.000,-1.182,41.565,164.917,-841.553
-4.000,-4.000,-2.930,53.162,212.158,-629.944
-3.695,-3.709,-3.359,80.688,140.747,-454.224
-3.064,-2.831,-2.647,99.304,24.292,-326.294
-2.630,-2.283,-1.516,90.332,-62.439,-246.338
-2.250,-1.826,-0.524,81.055,-98.206,-190.430
-1.894,-1.737,0.133,53.894,-91.370,-155.029
-1.552,-1.653,0.309,33.203,-59.265,-126.587
-1.260,-1.689,0.215,16.357,-26.917,-101.501
-1.082,-1.551,-0.100,-2.197,-6.531,-73.303
-1.021,-1.389,-0.056,-2.747,-11.780,-47.485
-1.023,-1.216,0.193,11.353,-26.001,-32.349
-1.126,-0.996,0.297,20.447,-26.489,-21.484
-1.197,-1.146,0.372,23.804,-19.348,-25.818
-1.274,-1.247,0.192,27.771,-2.747,-23.437
-1.294,-1.230,0.015,34.729,9.033,-10.254
-1.320,-1.170,-0.139,41.321,13.916,5.371
-1.319,-1.131,-0.236,44.678,12.573,20.630
-1.313,-1.088,-0.258,45.532,5.615,35.889
-1.301,-1.096,-0.256,43.579,-2.380,50.354
-1.300,-1.237,-0.235,41.565,-12.512,63.171
-1.304,-1.444,-0.130,46.021,-27.222,79.773
-1.307,-1.634,0.000,58.655,-42.480,104.370
-1.327,-1.784,0.170,74.524,-54.260,135.559
-1.343,-1.866,0.312,93.811,-61.951,172.302
-1.421,-1.654,0.592,120.972,-65.430,213.623
-1.418,-1.255,0.742,137.695,-53.955,247.742
-1.322,-0.755,0.674,134.033,-24.414,267.029
