aX,aY,aZ,gX,gY,gZ
-0.933,-0.364,-1.123,82.886,-20.020,-35.950
-0.966,-0.446,-1.049,79.529,-19.531,-15.198
-0.950,-0.414,-1.062,72.144,-16.113,6.409
-0.902,-0.263,-1.129,63.293,-13.672,26.917
-0.803,-0.030,-1.220,54.565,-14.160,41.626
-0.713,0.180,-1.313,46.692,-18.494,44.922
-0.633,0.284,-1.375,42.969,-26.733,36.926
-0.623,0.257,-1.358,45.349,-37.964,22.461
-0.627,0.159,-1.289,49.500,-47.607,8.606
-0.648,0.042,-1.247,48.035,-52.429,-0.488
-0.656,-0.065,-1.189,45.044,-54.504,-5.798
-0.684,-0.172,-1.088,47.058,-56.274,-5.859
-0.722,-0.256,-0.934,48.035,-56.091,-0.488
-0.715,-0.235,-0.816,39.673,-50.598,10.071
-0.675,-0.119,-0.764,25.757,-41.443,20.996
-0.612,0.011,-0.799,13.367,-31.738,25.330
-0.547,0.130,-0.884,5.249,-24.841,23.254
-0.501,0.208,-0.978,-0.183,-21.790,15.625
-0.478,0.200,-1.034,0.854,-23.254,2.808
-0.488,0.130,-1.026,4.272,-27.649,-9.644
-0.523,0.019,-0.940,7.629,-32.349,-19.104
-0.554,-0.094,-0.840,9.460,-33.936,-23.437
-0.581,-0.204,-0.747,7.874,-31.738,-22.888
-0.593,-0.309,-0.702,5.005,-26.855,-18.738
-0.572,-0.351,-0.721,-1.160,-21.057,-11.230
-0.547,-0.318,-0.766,-8.057,-16.418,-1.953
-0.497,-0.233,-0.798,-11.719,-13.916,5.676
-0.452,-0.143,-0.804,-13.000,-13.672,9.521
-0.439,-0.103,-0.803,-12.146,-14.343,8.179
-0.446,-0.114,-0.796,-10.437,-15.137,4.517
-0.466,-0.156,-0.781,-9.521,-16.113,1.831
-0.499,-0.223,-0.797,-8.301,-16.357,2.747
-0.545,-0.275,-0.852,-8.118,-15.625,9.460
-0.583,-0.261,-0.987,-13.489,-13.855,23.743
-0.670,-0.063,-1.274,-28.625,-13.000,45.898
-0.790,0.539,-1.747,-57.983,-18.616,73.181
-0.958,1.456,-2.171,-111.389,-36.255,91.064
-1.054,2.318,-2.433,-166.443,-70.129,80.322
-1.064,3.019,-2.612,-197.571,-118.652,40.771
-1.076,3.519,-2.604,-211.121,-179.016,-22.156
-1.085,3.773,-2.439,-209.778,-245.850,-107.422
-1.190,3.769,-2.246,-195.007,-308.716,-208.008
-1.483,3.651,-1.980,-175.110,-366.516,-311.279
-1.940,3.497,-1.702,-164.307,-419.189,-409.851
-2.522,3.079,-1.431,-148.254,-474.060,-507.385
-3.170,2.367,-1.141,-118.835,-529.236,-599.121
-3.727,1.644,-0.626,-77.393,-574.768,-666.931
-4.000,0.952,0.032,-54.504,-594.971,-706.482
-4.000,-0.036,0.753,-44.373,-578.674,-738.342
-4.000,-0.976,1.186,-30.212,-520.203,-739.624
0.754,-0.488,-0.588,2.930,-39.246,-75.073
0.769,-0.427,-0.559,1.648,-40.588,-71.960
0.786,-0.359,-0.565,-3.113,-41.809,-72.144
0.827,-0.293,-0.613,-8.850,-43.884,-76.538
0.854,-0.231,-0.686,-7.935,-51.270,-82.214
0.846,-0.204,-0.715,0.671,-66.772,-87.402
0.846,-0.166,-0.704,2.136,-76.355,-102.600
0.814,-0.265,-0.611,3.906,-89.661,-121.643
0.692,-0.636,-0.465,1.099,-101.929,-138.733
0.600,-0.875,-0.306,-3.662,-104.492,-138.977
0.613,-0.848,-0.269,-10.254,-101.563,-124.695
0.712,-0.637,-0.338,-12.329,-97.107,-109.558
0.724,-0.434,-0.296,-9.644,-100.281,-103.760
0.715,-0.370,-0.288,-14.465,-102.234,-110.779
0.679,-0.436,-0.314,-13.855,-103.455,-120.605
0.667,-0.434,-0.408,-2.075,-104.797,-121.277
0.646,-0.414,-0.452,8.179,-108.521,-118.042
0.620,-0.452,-0.493,10.071,-111.877,-119.385
0.594,-0.548,-0.519,3.723,-115.784,-124.634
0.557,-0.690,-0.516,-10.254,-121.094,-128.540
0.509,-0.762,-0.469,-32.593,-125.732,-127.869
0.492,-0.652,-0.418,-59.814,-129.761,-120.667
0.503,-0.605,-0.346,-87.952,-132.935,-115.234
0.461,-0.649,-0.124,-98.511,-134.705,-116.150
0.421,-0.646,-0.032,-91.064,-131.592,-114.075
0.428,-0.654,0.043,-65.491,-135.254,-104.614
0.437,-0.668,0.069,-38.574,-136.414,-98.694
0.428,-0.715,0.111,-25.574,-128.601,-96.680
0.400,-0.824,0.220,-18.188,-117.859,-94.177
0.395,-0.849,0.306,-11.047,-103.699,-89.111
0.420,-0.819,0.219,-2.075,-85.510,-79.468
0.420,-0.846,0.070,2.869,-68.848,-72.266
0.400,-0.845,-0.062,5.066,-58.899,-66.711
0.375,-0.818,-0.105,5.127,-54.749,-61.401
0.307,-0.828,-0.057,3.174,-51.575,-60.181
0.195,-0.884,0.106,3.113,-46.021,-62.256
0.035,-0.946,0.387,6.592,-33.447,-62.500
-0.267,-1.072,0.901,12.085,-10.254,-58.472
-0.694,-1.292,1.768,13.855,29.724,-46.509
-1.186,-1.255,3.068,7.690,102.051,-13.611
-1.820,-1.347,3.984,-15.076,231.018,20.691
-2.746,-1.484,4.000,-12.878,423.889,42.725
-4.000,-1.425,4.000,9.583,653.503,63.293
-4.000,-1.565,3.866,-79.590,906.067,67.810
-4.000,-1.480,2.891,-118.347,1106.323,49.500
-4.000,-1.245,2.034,-75.623,1246.826,40.710
-4.000,-0.776,1.239,-39.917,1336.121,21.667
-4.000,0.147,0.304,123.657,1357.971,36.194
-4.000,0.553,-0.448,312.256,1315.918,49.683
-4.000,0.139,-1.449,303.772,1265.991,16.541
-4.000,-0.520,-2.156,201.721,1175.598,-40.344
-4.000,-0.916,-2.382,174.805,1047.180,-50.354
-4.000,-0.510,-2.689,199.890,939.697,0.305
-4.000,-0.568,-3.909,190.369,889.343,13.733
-3.703,-0.908,-4.000,179.565,772.522,10.071
-3.048,-0.440,-4.000,154.602,608.459,66.589
-2.458,0.147,-4.000,137.329,442.383,109.741
-2.190,0.492,-3.195,124.512,292.114,102.295
-1.997,0.676,-2.211,109.497,183.350,72.510
-1.872,0.768,-1.335,100.891,108.398,42.603
-1.742,0.820,-0.821,101.318,65.552,15.625
-1.579,0.767,-0.722,98.511,46.509,-12.329
-1.442,0.607,-0.886,94.116,36.316,-37.170
-1.349,0.411,-1.052,90.759,23.804,-53.833
-1.279,0.142,-1.153,89.905,9.338,-63.904
-1.245,-0.129,-1.162,91.064,-2.625,-64.819
-1.220,-0.299,-1.158,94.910,-9.644,-56.091
-1.198,-0.440,-1.072,97.900,-14.587,-44.250
-1.175,-0.457,-1.034,92.224,-15.747,-28.870
-1.162,-0.434,-1.018,85.449,-15.991,-14.038
-1.141,-0.374,-1.019,79.102,-15.747,-2.502
-1.079,-0.246,-1.055,71.899,-16.907,6.836
-1.018,-0.138,-1.105,64.331,-17.822,11.169
-0.993,-0.083,-1.118,59.753,-20.752,9.583
-0.972,-0.037,-1.111,52.612,-25.391,5.310
-0.955,-0.045,-1.117,46.631,-29.846,-0.244
-0.968,-0.113,-1.079,45.654,-35.767,-6.592
-0.985,-0.217,-1.022,45.898,-40.710,-10.071
-0.984,-0.307,-0.998,45.715,-42.847,-7.446
-0.967,-0.345,-0.982,40.588,-42.480,-0.305
-0.934,-0.315,-0.981,30.518,-41.443,8.423
-0.897,-0.278,-0.989,21.423,-42.419,15.442
-0.851,-0.229,-1.001,15.625,-45.532,20.752
-0.814,-0.153,-0.987,11.108,-49.622,23.987
-0.790,-0.111,-0.951,8.179,-55.176,23.254
-0.778,-0.179,-0.933,8.606,-61.035,18.738
-0.779,-0.262,-0.893,9.644,-66.833,17.639
-0.785,-0.305,-0.822,7.629,-70.496,22.095
-0.778,-0.335,-0.800,2.502,-70.557,27.893
-0.772,-0.333,-0.829,-4.883,-69.641,35.217
-0.758,-0.259,-0.887,-14.038,-70.496,44.800
-0.734,-0.130,-0.970,-26.672,-73.181,53.101
-0.730,0.020,-1.090,-39.185,-78.247,57.007
-0.712,0.236,-1.298,-51.819,-87.952,57.312
-0.702,0.523,-1.526,-74.158,-103.027,51.147
-0.775,0.792,-1.778,-98.816,-125.977,33.875
-0.875,1.214,-2.020,-126.587,-157.715,8.484
-1.040,1.842,-2.194,-166.504,-196.899,-26.123
-1.227,2.566,-2.351,-199.036,-244.202,-78.674
-1.523,3.274,-2.499,-205.139,-300.049,-149.414
-1.899,3.975,-2.454,-189.087,-365.051,-239.258
-2.346,4.000,-2.409,-166.077,-430.237,-351.257
-2.902,4.000,-2.057,-118.103,-498.352,-481.628
-3.553,4.000,-1.662,-53.284,-555.359,-615.051
-4.000,3.517,-1.179,21.362,-595.093,-735.352
-4.000,2.588,-0.646,115.723,-608.459,-834.229
-4.000,1.639,-0.128,206.970,-584.595,-897.095
-4.000,0.600,0.278,303.101,-517.334,-923.462
-4.000,-0.904,0.386,385.254,-414.246,-924.988
-4.000,-2.688,0.632,385.010,-294.495,-887.573
-4.000,-3.820,0.747,290.649,-159.790,-785.706
-3.707,-4.000,0.432,144.958,-22.705,-651.062
-3.126,-4.000,-0.020,3.601,72.754,-518.555
-2.541,-4.000,-0.596,-69.519,124.451,-356.079
-2.140,-4.000,-0.803,-99.609,159.363,-164.368
-1.694,-3.020,-1.194,-150.757,179.138,-17.883
-1.437,-2.146,-1.229,-158.020,168.518,54.993
-1.204,-1.510,-1.377,-153.931,151.733,84.473
-1.029,-1.030,-1.463,-144.836,130.310,100.647
0.797,-0.512,-0.645,-17.883,-11.658,-137.817
0.819,-0.503,-0.664,-17.090,-15.137,-128.418
0.821,-0.500,-0.662,-14.038,-19.775,-121.216
0.804,-0.514,-0.632,-8.911,-25.940,-116.150
0.776,-0.580,-0.587,-3.845,-31.311,-112.854
0.749,-0.656,-0.539,-0.793,-35.400,-109.863
0.722,-0.723,-0.497,0.488,-37.476,-105.530
0.698,-0.794,-0.457,0.061,-38.696,-100.098
0.684,-0.836,-0.423,-0.610,-39.429,-93.750
0.681,-0.834,-0.415,-0.244,-39.063,-85.205
0.681,-0.825,-0.411,2.197,-39.612,-76.721
0.695,-0.843,-0.413,6.409,-41.748,-69.519
0.658,-0.827,-0.415,12.512,-50.049,-58.716
0.673,-0.856,-0.432,15.808,-53.772,-51.880
0.678,-0.837,-0.460,14.221,-52.429,-50.903
0.668,-0.826,-0.459,11.536,-54.993,-48.523
0.668,-0.827,-0.473,8.240,-57.373,-47.668
0.664,-0.835,-0.466,6.165,-60.913,-45.654
0.660,-0.844,-0.448,3.540,-64.453,-43.457
0.663,-0.839,-0.436,0.549,-67.688,-40.100
0.673,-0.811,-0.441,-1.892,-70.801,-35.400
0.704,-0.766,-0.478,-3.296,-74.829,-30.762
0.719,-0.746,-0.538,-2.686,-81.848,-27.039
0.720,-0.761,-0.589,-0.061,-91.797,-24.414
0.698,-0.728,-0.633,1.892,-103.394,-21.790
0.715,-0.689,-0.719,1.770,-116.150,-19.531
0.675,-0.720,-0.740,-3.052,-131.470,-19.409
0.615,-0.702,-0.691,-5.737,-150.085,-19.531
0.596,-0.624,-0.715,-8.057,-166.504,-17.639
0.556,-0.519,-0.729,-13.733,-184.204,-17.090
0.470,-0.408,-0.624,-11.047,-203.979,-20.569
0.362,-0.380,-0.433,-7.324,-221.680,-29.114
0.254,-0.409,-0.131,-7.629,-235.779,-42.542
0.149,-0.489,0.165,-7.324,-241.272,-54.565
0.040,-0.530,0.401,-6.714,-236.084,-61.035
-0.063,-0.483,0.676,-6.836,-223.145,-64.331
-0.196,-0.506,1.027,-0.305,-204.468,-71.777
-0.354,-0.541,1.466,15.076,-177.917,-78.186
-0.484,-0.550,2.026,24.719,-135.376,-82.520
-0.632,-0.566,2.844,27.649,-75.317,-92.773
-1.027,-0.511,3.920,44.067,12.085,-108.704
-1.425,-0.369,4.000,65.613,149.292,-133.972
-2.143,-0.953,4.000,96.802,316.833,-128.662
-2.920,-0.851,4.000,113.770,485.352,-29.480
-3.977,-1.085,3.999,91.797,704.224,-4.822
-4.000,-1.248,3.532,65.308,902.222,-8.728
-4.000,-1.053,3.001,100.342,1087.585,-1.892
-4.000,-0.382,1.766,179.871,1268.372,46.753
-4.000,0.427,0.672,250.610,1359.131,76.721
-4.000,1.066,0.291,365.173,1344.238,68.604
-4.000,1.455,-0.239,435.974,1314.148,79.712
-4.000,1.553,-1.277,452.576,1303.345,65.552
-4.000,0.728,-2.272,377.014,1271.118,-2.869
-4.000,0.059,-3.135,346.863,1165.894,-63.171
-4.000,-0.286,-3.949,420.776,1059.265,-52.979
-4.000,0.643,-3.786,468.872,888.184,38.025
-3.644,0.527,-4.000,520.508,714.355,90.515
-2.908,0.878,-4.000,433.472,520.935,164.185
-2.265,1.604,-4.000,316.040,393.250,220.093
-1.945,1.680,-4.000,192.993,306.335,186.951
-1.946,1.110,-3.515,173.950,159.241,110.901
-1.901,0.732,-2.084,132.751,23.315,79.041
-1.619,0.825,-0.904,36.499,-47.729,81.238
-1.540,0.626,-0.251,2.747,-58.533,52.185
-1.424,0.378,-0.064,-17.029,-34.851,16.296
-1.306,0.341,0.001,-24.841,-23.804,0.671
-1.186,0.412,-0.026,-10.742,-20.630,-4.150
-1.094,0.442,-0.216,2.258,-13.733,-13.062
-1.035,0.407,-0.507,0.977,-3.967,-23.926
-1.011,0.359,-0.810,-4.944,2.258,-32.166
-1.051,0.251,-0.966,-9.705,0.305,-36.987
-1.098,0.133,-1.076,-9.216,-4.700,-35.950
-1.080,0.084,-1.055,-13.733,-12.024,-28.748
-1.095,0.007,-1.092,-13.794,-16.479,-23.071
-1.092,0.019,-0.959,-15.991,-20.386,-15.747
-1.068,-0.028,-0.906,-25.146,-20.325,-11.841
-1.051,-0.084,-0.895,-8.240,-19.775,-16.113
-1.035,-0.071,-0.850,-2.075,-23.682,-14.709
-1.011,-0.065,-0.839,-10.254,-26.794,-14.343
-0.988,-0.103,-0.873,-12.451,-28.198,-17.883
-0.961,-0.143,-0.947,-12.512,-32.043,-19.897
-0.936,-0.170,-0.990,-13.855,-40.466,-19.165
-0.931,-0.199,-0.953,-14.893,-50.171,-17.456
-0.924,-0.235,-0.896,-12.695,-57.251,-15.442
-0.908,-0.261,-0.837,-11.353,-62.012,-11.963
-0.885,-0.280,-0.784,-12.390,-65.735,-6.531
-0.855,-0.276,-0.734,-13.855,-68.726,-0.183
-0.831,-0.259,-0.689,-16.663,-71.655,6.531
-0.774,-0.226,-0.666,-19.287,-72.998,11.780
-0.740,-0.156,-0.668,-22.217,-73.425,16.052
-0.699,-0.088,-0.715,-27.222,-75.439,16.846
-0.667,-0.006,-0.806,-34.180,-77.820,16.113
-0.638,0.132,-0.916,-45.715,-82.703,13.733
-0.622,0.311,-1.052,-64.209,-90.210,8.484
-0.622,0.540,-1.162,-80.994,-102.234,-1.221
-0.614,0.834,-1.214,-98.633,-118.103,-15.686
-0.606,1.213,-1.248,-120.300,-135.498,-36.560
-0.615,1.640,-1.359,-137.573,-156.067,-70.435
-0.625,2.172,-1.409,-154.358,-183.655,-116.516
-0.653,2.752,-1.429,-174.561,-214.905,-179.687
-0.772,3.294,-1.367,-198.364,-249.817,-263.550
-1.039,3.583,-1.114,-222.900,-288.818,-367.859
-1.483,3.505,-0.884,-238.708,-322.327,-483.826
-2.191,3.158,-0.805,-237.976,-347.595,-593.445
-2.775,2.574,-0.548,-202.087,-381.104,-677.246
-3.253,1.936,-0.335,-137.451,-409.790,-734.131
-3.663,1.040,0.024,-75.623,-415.771,-769.226
-3.800,0.132,0.261,-14.099,-400.269,-768.127
-3.763,-0.845,0.467,45.715,-362.854,-725.342
-3.515,-1.733,0.625,79.773,-304.749,-648.987
-3.105,-2.283,0.745,79.102,-225.403,-547.913
-2.652,-2.568,0.556,43.945,-129.517,-438.904
-2.246,-2.577,0.106,1.587,-37.231,-331.421
-1.904,-2.315,-0.255,-37.659,34.058,-231.812
-1.638,-1.977,-0.708,-88.257,84.778,-151.428
-1.414,-1.555,-1.076,-117.981,107.910,-89.417
-1.220,-1.123,-1.304,-117.493,105.103,-42.114
-1.081,-0.745,-1.365,-102.417,84.106,-9.033
-0.980,-0.444,-1.302,-82.764,55.664,9.949
0.556,-0.703,-0.779,55.847,-4.211,-173.767
0.557,-0.768,-0.844,55.237,-4.883,-158.630
0.561,-0.780,-0.890,57.678,-7.629,-142.151
0.565,-0.722,-0.898,55.908,-12.207,-125.183
0.577,-0.648,-0.902,47.668,-16.663,-111.938
0.576,-0.629,-0.889,39.307,-21.301,-106.262
0.574,-0.683,-0.877,36.316,-25.635,-104.553
0.534,-0.733,-0.841,36.255,-28.809,-101.990
0.529,-0.799,-0.833,34.302,-31.494,-95.947
0.508,-0.814,-0.810,29.114,-36.804,-83.984
0.498,-0.841,-0.818,23.804,-40.344,-76.111
0.497,-0.854,-0.813,20.569,-43.152,-72.144
0.501,-0.861,-0.812,17.578,-46.082,-66.162
0.487,-0.869,-0.796,13.916,-48.401,-60.608
0.486,-0.851,-0.766,9.033,-50.598,-55.908
0.493,-0.813,-0.749,0.854,-52.246,-52.429
0.490,-0.781,-0.714,-4.883,-55.359,-49.927
0.475,-0.790,-0.673,-2.686,-59.021,-49.500
0.459,-0.771,-0.645,3.540,-61.768,-48.584
0.452,-0.734,-0.618,8.423,-63.293,-47.241
0.448,-0.753,-0.616,4.761,-64.575,-48.279
0.436,-0.784,-0.612,-3.845,-66.223,-48.950
0.444,-0.795,-0.635,-8.118,-67.505,-46.936
0.471,-0.760,-0.674,-15.076,-69.092,-42.297
0.470,-0.737,-0.669,-21.973,-71.960,-36.255
0.468,-0.757,-0.671,-25.146,-74.463,-31.433
0.460,-0.774,-0.676,-27.283,-80.383,-28.015
0.455,-0.762,-0.698,-35.156,-85.327,-26.001
0.441,-0.740,-0.675,-45.410,-87.769,-27.100
0.465,-0.666,-0.690,-49.133,-89.905,-28.931
0.484,-0.613,-0.770,-50.293,-96.375,-30.884
0.459,-0.640,-0.806,-50.293,-108.948,-35.278
0.402,-0.650,-0.758,-45.715,-123.535,-39.612
0.343,-0.632,-0.658,-35.278,-135.254,-41.870
0.265,-0.659,-0.484,-22.278,-145.020,-47.119
0.134,-0.741,-0.173,-2.075,-151.184,-57.129
-0.012,-0.846,0.215,31.982,-146.118,-70.435
-0.174,-0.975,0.679,63.599,-126.770,-80.566
-0.359,-1.126,1.526,101.074,-93.018,-89.600
-0.584,-1.522,3.017,133.911,-29.480,-101.563
-0.959,-2.359,4.000,130.005,84.595,-71.655
-1.626,-2.351,4.000,175.842,236.023,74.951
-2.892,-2.008,4.000,193.054,464.417,248.230
-4.000,-2.451,4.000,156.616,713.562,300.842
-4.000,-2.097,3.499,134.888,940.491,360.046
-4.000,-1.611,1.921,122.498,1121.948,423.584
-4.000,-1.178,1.091,131.836,1218.933,460.693
-4.000,-0.295,0.780,183.228,1242.126,507.080
-4.000,0.991,0.816,317.505,1205.688,564.758
-4.000,0.787,0.017,411.255,1185.364,567.566
-4.000,1.091,-1.442,324.036,1188.416,517.334
-4.000,0.909,-2.566,201.721,1152.161,432.983
-4.000,0.621,-3.434,178.589,1031.799,383.118
-4.000,0.677,-3.307,245.483,872.009,367.371
-4.000,1.498,-3.776,138.000,795.349,383.728
-3.981,1.350,-4.000,-22.827,747.620,336.487
-3.014,1.527,-4.000,17.090,561.829,283.508
-2.306,1.962,-4.000,65.491,313.721,251.465
-2.014,1.524,-3.406,125.427,108.887,175.964
-1.765,1.338,-1.838,153.015,-22.705,111.511
-1.565,0.937,0.227,111.145,-82.642,53.955
-1.383,0.850,-0.020,0.610,-50.110,16.663
-1.269,0.689,0.195,23.010,-26.062,-15.320
-1.173,0.616,-0.045,6.592,-1.587,-39.001
-1.111,0.535,-0.455,1.892,11.353,-54.199
-1.071,0.438,-0.792,-5.371,12.451,-67.078
-1.009,0.212,-0.859,-11.719,2.625,-75.500
-1.040,-0.006,-0.977,-21.606,-2.625,-74.707
-1.036,-0.123,-1.049,-19.592,-5.371,-64.575
-1.038,-0.251,-0.937,-4.700,-14.038,-52.368
-1.021,-0.302,-0.800,6.531,-20.691,-37.903
-1.000,-0.282,-0.689,12.756,-21.423,-23.254
-0.977,-0.251,-0.648,11.780,-18.494,-14.893
-0.946,-0.198,-0.718,6.958,-13.123,-11.414
-0.921,-0.156,-0.826,0.488,-11.169,-10.620
-0.908,-0.138,-0.881,-3.967,-15.015,-12.878
-0.901,-0.147,-0.892,-7.507,-21.790,-16.479
-0.903,-0.189,-0.906,-13.855,-27.893,-19.897
-0.916,-0.235,-0.888,-19.592,-34.119,-21.545
-0.923,-0.267,-0.840,-18.250,-41.321,-20.203
-0.932,-0.289,-0.782,-15.137,-47.058,-16.968
-0.932,-0.296,-0.755,-11.169,-50.598,-12.146
-0.936,-0.276,-0.698,-7.874,-53.589,-7.202
-0.913,-0.302,-0.553,-6.042,-57.251,-3.784
-0.888,-0.240,-0.464,-6.042,-56.274,0.305
-0.865,-0.221,-0.436,-13.611,-51.025,4.700
-0.849,-0.190,-0.478,-18.188,-44.434,7.629
-0.827,-0.092,-0.593,-24.170,-39.551,11.230
-0.789,0.087,-0.813,-35.522,-37.537,12.085
-0.764,0.294,-1.033,-58.838,-39.612,8.179
-0.778,0.577,-1.331,-90.027,-49.194,0.000
-0.774,1.114,-1.697,-121.948,-70.129,-12.573
-0.738,1.837,-2.052,-160.217,-104.187,-40.527
-0.739,2.667,-2.325,-206.421,-152.161,-93.506
-0.913,3.691,-2.515,-267.883,-213.867,-173.035
-1.346,4.000,-2.346,-336.670,-291.687,-285.400
-1.923,4.000,-2.157,-348.389,-372.498,-416.382
-2.738,4.000,-1.938,-310.913,-446.106,-544.189
-3.681,3.987,-1.368,-263.550,-529.297,-673.157
-4.000,3.370,-0.724,-205.017,-581.787,-775.452
-4.000,2.471,-0.213,-152.466,-594.482,-845.093
-4.000,1.225,0.129,-73.059,-583.679,-884.888
-4.000,-0.468,0.359,-4.944,-553.467,-881.897
-4.000,-2.461,0.468,43.091,-504.028,-815.125
-3.999,-3.389,0.667,57.251,-439.575,-668.030
-3.254,-3.484,0.963,-16.174,-348.755,-490.173
-2.645,-3.359,0.939,-106.262,-224.426,-346.375
-2.076,-2.741,0.560,-151.123,-117.065,-229.065
-1.606,-1.890,0.442,-175.781,-51.941,-141.418
-1.239,-1.213,0.301,-158.997,-9.705,-89.539
-0.975,-0.720,0.028,-90.576,14.771,-55.359
-0.812,-0.434,-0.217,-28.381,24.475,-39.917
-0.734,-0.363,-0.496,10.010,34.241,-39.734
-0.723,-0.286,-0.677,20.813,50.720,-39.001
-0.673,-0.369,-0.936,18.982,64.270,-36.438
-0.699,-0.412,-0.983,15.259,62.622,-31.433
-0.703,-0.391,-0.921,6.592,57.373,-14.954
-0.682,-0.229,-0.871,1.099,55.420,7.202
-0.642,-0.038,-0.880,-3.418,58.167,24.414
0.848,0.723,-0.819,5.676,3.479,-196.228
0.812,0.666,-0.873,13.000,0.183,-208.557
0.760,0.578,-0.906,13.916,-5.676,-221.252
0.701,0.454,-0.871,13.306,-11.658,-232.666
0.625,0.248,-0.841,9.766,-15.625,-243.530
0.558,-0.005,-0.864,-6.165,-16.663,-251.831
0.490,-0.291,-0.909,-28.198,-16.785,-253.784
0.455,-0.574,-0.976,-46.387,-16.113,-249.695
0.448,-0.664,-1.079,-57.739,-15.320,-236.694
0.456,-0.699,-1.200,-64.331,-18.982,-214.844
0.479,-0.692,-1.263,-64.270,-36.072,-190.735
0.479,-0.692,-1.276,-56.213,-54.993,-172.852
0.462,-0.711,-1.203,-44.983,-77.148,-160.156
0.419,-0.773,-1.084,-36.682,-99.243,-150.574
0.369,-0.821,-0.982,-35.339,-116.211,-143.738
0.351,-0.892,-0.850,-35.645,-127.319,-138.489
0.331,-0.980,-0.741,-38.208,-132.874,-131.897
0.344,-0.962,-0.693,-40.405,-132.935,-123.047
0.374,-0.942,-0.674,-38.208,-134.583,-112.061
0.375,-0.934,-0.686,-33.447,-138.733,-102.905
0.354,-0.887,-0.635,-31.555,-144.592,-94.971
0.338,-0.866,-0.608,-26.917,-149.719,-90.698
0.319,-0.946,-0.553,-17.517,-154.602,-91.125
0.313,-1.000,-0.477,-17.761,-157.349,-90.332
0.318,-1.000,-0.344,-27.039,-157.410,-83.374
0.343,-0.967,-0.271,-30.457,-153.442,-75.195
0.363,-0.942,-0.234,-28.625,-147.339,-68.848
0.376,-0.896,-0.213,-25.574,-143.250,-64.148
0.375,-0.867,-0.235,-22.339,-140.991,-60.974
0.364,-0.863,-0.251,-13.794,-140.686,-59.387
0.340,-0.839,-0.284,-8.606,-141.541,-58.777
0.313,-0.778,-0.239,-10.071,-141.235,-58.899
0.303,-0.759,-0.111,-9.521,-139.526,-62.134
0.287,-0.756,0.051,-3.906,-133.545,-66.833
0.240,-0.809,0.219,6.042,-121.948,-71.167
0.165,-0.891,0.387,18.677,-104.187,-73.975
0.056,-0.904,0.558,29.846,-80.444,-72.693
-0.075,-0.948,0.875,39.551,-49.316,-69.702
-0.227,-1.132,1.577,48.096,-10.315,-66.956
-0.527,-1.579,2.743,61.890,42.847,-54.810
-0.761,-2.057,3.988,85.449,126.892,-13.245
-1.304,-2.303,4.000,119.751,255.798,75.439
-2.139,-2.032,4.000,173.035,437.927,188.293
-3.809,-2.133,4.000,214.172,638.123,258.606
-4.000,-1.491,4.000,167.175,864.441,346.313
-4.000,-0.662,3.661,174.622,1066.284,417.786
-4.000,-0.446,2.662,209.839,1197.205,441.101
-4.000,0.034,1.874,202.942,1272.827,444.153
-4.000,0.676,1.229,209.473,1304.626,425.781
-4.000,0.903,0.276,297.424,1294.189,390.320
-4.000,0.985,-0.945,303.833,1262.268,366.333
-4.000,0.715,-1.814,198.364,1195.374,320.435
-4.000,0.333,-2.360,185.852,1090.942,255.310
-4.000,0.245,-3.170,327.271,963.867,238.037
-4.000,0.290,-3.695,356.262,801.880,257.690
-3.989,0.174,-3.752,312.012,630.859,273.560
-3.511,0.840,-3.281,253.845,500.610,301.086
-3.049,0.776,-4.000,62.500,449.463,295.166
-2.528,0.751,-3.987,-21.545,325.745,261.780
-2.161,0.874,-2.994,-22.339,173.279,234.314
-1.868,0.841,-1.957,2.991,64.026,193.115
-1.609,0.629,-0.713,5.432,6.104,142.456
-1.461,0.607,-0.394,-45.349,1.648,103.516
-1.312,0.660,-0.175,-45.288,4.333,73.059
-1.237,0.628,-0.053,-32.776,5.493,40.833
-1.154,0.607,-0.176,-5.249,10.315,12.390
-1.152,0.483,-0.302,4.517,14.893,-13.672
-1.135,0.294,-0.471,5.859,21.729,-33.997
-1.132,0.131,-0.685,4.089,26.001,-43.335
-1.137,-0.027,-0.869,3.845,24.231,-47.424
-1.146,-0.210,-0.986,11.841,17.151,-48.035
-1.150,-0.335,-1.034,17.212,6.165,-41.565
-1.128,-0.357,-1.007,19.409,-4.700,-28.870
-1.092,-0.325,-0.937,21.179,-15.015,-15.869
-1.063,-0.291,-0.833,20.813,-23.193,-5.920
-1.018,-0.200,-0.769,12.939,-26.794,0.916
-0.988,-0.186,-0.695,11.902,-28.625,0.610
-0.956,-0.158,-0.616,11.414,-27.405,0.183
-0.931,-0.184,-0.592,6.409,-24.048,-1.953
-0.903,-0.216,-0.622,3.540,-20.020,-4.272
-0.905,-0.264,-0.685,2.991,-16.968,-4.944
-0.911,-0.314,-0.752,1.465,-17.273,-4.272
-0.911,-0.336,-0.770,1.648,-20.752,-1.221
-0.913,-0.344,-0.763,0.916,-26.062,3.479
-0.919,-0.345,-0.754,-0.977,-31.311,8.789
-0.914,-0.338,-0.753,-1.831,-36.377,15.442
-0.903,-0.309,-0.749,-4.333,-41.626,23.132
-0.897,-0.247,-0.726,-8.789,-47.363,29.785
