aX,aY,aZ,gX,gY,gZ
-2.613,-1.644,-0.495,-256.592,99.792,-387.207
-3.602,-3.703,-0.042,-162.964,81.909,-295.654
-3.999,-4.000,0.552,-32.776,57.556,-129.089
-4.000,-4.000,0.869,79.102,29.602,141.541
-4.000,-3.999,1.091,156.677,-0.488,431.152
-4.000,-2.697,1.006,217.834,-0.061,658.325
-4.000,-1.780,0.555,255.066,40.039,825.562
-4.000,-1.102,-0.135,244.446,101.624,966.003
-4.000,-0.339,-0.740,214.050,143.494,1083.435
-4.000,0.302,-0.768,208.618,132.751,1177.673
-4.000,1.085,-0.629,234.314,95.520,1249.512
-4.000,1.984,-0.486,232.605,64.087,1274.414
-4.000,2.752,-0.406,259.888,34.729,1238.953
-4.000,3.365,-0.431,283.997,-2.625,1156.250
-3.707,3.730,-0.506,283.508,-17.456,1042.603
-2.910,3.807,-0.634,257.019,-21.667,911.743
-2.170,3.770,-0.552,213.867,-36.499,774.414
-1.739,3.563,-0.416,191.956,-58.411,636.414
-1.620,3.138,-0.226,176.514,-79.834,503.967
-1.766,2.728,-0.080,123.474,-87.830,425.537
-1.810,2.451,-0.031,69.031,-65.674,381.714
-1.833,2.256,0.062,66.528,-35.828,325.500
-1.702,2.149,0.206,95.459,-24.597,258.179
-1.552,1.963,0.348,122.070,-30.029,185.974
-1.425,1.807,0.404,131.104,-22.705,141.968
-1.318,1.630,0.399,126.648,-2.502,108.215
-1.251,1.481,0.324,126.221,16.602,80.872
-1.201,1.366,0.189,128.296,31.677,61.890
-1.101,1.302,-0.016,129.578,41.504,53.101
-1.072,1.318,-0.266,126.892,43.274,50.964
-1.005,1.387,-0.543,106.812,43.152,44.861
-1.032,1.426,-0.684,82.642,39.856,25.085
-1.004,1.461,-0.731,60.791,18.311,27.283
-0.916,1.507,-0.678,43.762,3.296,24.963
-0.843,1.496,-0.580,25.696,-3.479,10.864
-0.782,1.430,-0.491,14.648,-3.662,-5.371
-0.735,1.306,-0.438,15.869,-1.648,-21.179
-0.695,1.158,-0.447,26.917,1.831,-37.170
-0.683,1.017,-0.509,34.485,7.080,-47.974
-0.677,0.888,-0.596,37.292,12.512,-51.208
-0.679,0.791,-0.673,37.720,12.024,-48.401
-0.669,0.744,-0.719,35.828,4.883,-43.213
-0.642,0.732,-0.715,30.518,-4.395,-37.598
-0.608,0.739,-0.667,22.461,-13.123,-33.203
-0.565,0.763,-0.605,14.404,-18.311,-30.029
-0.527,0.782,-0.545,8.362,-19.409,-28.503
-0.512,0.768,-0.500,5.554,-17.395,-29.419
-0.519,0.742,-0.488,5.554,-13.000,-31.067
-0.556,0.707,-0.492,6.348,-8.545,-32.532
-0.592,0.660,-0.499,5.371,-4.822,-32.043
-0.614,0.632,-0.522,2.502,-2.563,-29.724
-0.622,0.621,-0.535,-1.953,-2.625,-27.283
-0.617,0.625,-0.530,-8.606,-3.784,-24.841
-0.606,0.631,-0.513,-15.259,-4.639,-23.254
-0.592,0.644,-0.486,-21.179,-5.127,-22.827
-0.584,0.654,-0.454,-25.513,-4.395,-23.804
-0.583,0.648,-0.430,-27.405,-2.319,-26.245
-0.588,0.634,-0.428,-26.672,0.732,-29.175
-0.607,0.596,-0.442,-24.719,4.211,-32.776
-0.628,0.559,-0.473,-22.705,8.362,-34.912
-0.650,0.515,-0.512,-21.240,12.329,-35.583
-0.658,0.487,-0.548,-21.179,14.648,-34.668
-0.646,0.471,-0.576,-22.034,15.381,-32.166
-0.628,0.475,-0.601,-23.132,15.076,-29.358
-0.606,0.488,-0.626,-23.376,14.709,-27.710
-0.593,0.507,-0.655,-23.560,13.794,-26.489
-0.595,0.511,-0.668,-25.085,12.207,-26.794
-0.599,0.494,-0.667,-26.611,10.681,-27.466
-0.597,0.478,-0.668,-27.893,9.644,-27.161
-0.592,0.464,-0.678,-28.198,8.362,-26.245
-0.581,0.451,-0.681,-28.748,7.629,-24.658
-0.574,0.446,-0.676,-30.396,6.958,-22.766
-0.563,0.465,-0.667,-32.837,5.798,-19.897
-0.562,0.506,-0.655,-35.461,4.272,-17.639
-0.561,0.537,-0.647,-37.964,2.441,-17.212
-0.564,0.566,-0.647,-40.710,0.793,-17.761
-0.559,0.589,-0.635,-43.457,-0.671,-19.348
-0.558,0.586,-0.645,-44.800,-1.587,-21.729
-0.566,0.564,-0.664,-45.776,-1.892,-24.292
-0.570,0.565,-0.688,-47.974,-3.235,-23.682
0.523,0.323,-0.841,-4.700,88.989,-54.321
0.518,0.306,-0.870,-4.700,85.999,-52.673
0.507,0.292,-0.868,-4.150,81.238,-50.903
0.491,0.298,-0.867,-7.263,77.637,-46.509
0.483,0.309,-0.877,-6.775,75.562,-43.823
0.469,0.312,-0.886,-3.174,72.510,-43.762
0.457,0.316,-0.891,0.000,69.031,-43.335
0.462,0.314,-0.895,0.549,66.345,-42.725
0.459,0.320,-0.910,-1.099,63.721,-41.992
0.454,0.325,-0.920,-4.456,61.035,-41.382
0.449,0.326,-0.929,-7.202,58.228,-41.565
0.428,0.320,-0.941,-9.460,55.725,-42.908
0.415,0.310,-0.952,-11.963,52.979,-43.945
0.396,0.301,-0.948,-13.977,49.683,-44.434
0.392,0.295,-0.954,-14.465,46.875,-44.128
0.397,0.293,-0.956,-13.184,44.556,-43.579
0.406,0.307,-0.942,-11.841,42.053,-43.274
0.428,0.334,-0.927,-10.986,40.588,-44.739
0.456,0.367,-0.905,-11.841,40.344,-48.584
0.488,0.434,-0.878,-13.977,40.955,-55.786
0.506,0.452,-0.883,-16.602,42.664,-66.528
0.491,0.444,-0.888,-21.545,45.593,-81.726
0.479,0.398,-0.903,-26.489,46.692,-95.825
0.422,0.352,-0.933,-33.447,43.274,-107.300
0.395,0.296,-0.977,-35.583,37.476,-115.784
0.375,0.258,-0.992,-34.607,28.748,-121.582
0.397,0.246,-0.927,-36.011,19.531,-125.488
0.472,0.316,-0.890,-42.053,17.700,-132.568
0.550,0.402,-0.877,-50.903,18.494,-147.522
0.582,0.464,-0.841,-54.199,15.930,-171.753
0.600,0.530,-0.841,-58.655,11.841,-203.186
0.532,0.526,-0.824,-60.486,4.822,-239.563
0.456,0.506,-0.774,-57.678,0.610,-275.208
0.302,0.460,-0.769,-55.603,4.150,-307.007
0.034,0.333,-0.793,-54.993,13.123,-338.684
-0.289,0.123,-0.809,-64.514,26.672,-362.732
-0.653,-0.220,-0.882,-86.365,41.260,-369.507
-1.018,-0.738,-0.838,-111.633,55.237,-353.333
-1.472,-1.485,-0.341,-119.141,63.782,-303.284
-1.907,-2.270,0.244,-111.816,73.181,-233.643
-2.262,-2.957,0.519,-74.097,95.459,-133.057
-2.689,-3.277,0.557,-7.996,144.226,20.386
-3.157,-3.134,0.303,48.279,203.552,207.275
-3.482,-2.646,-0.051,95.215,250.793,387.756
-3.976,-2.226,-0.272,141.785,271.301,541.504
-4.000,-1.763,-0.390,186.584,274.780,680.359
-4.000,-1.345,-0.342,220.337,272.034,805.969
-4.000,-0.890,-0.110,242.615,282.227,912.476
-4.000,-0.480,-0.082,251.770,320.740,990.295
-4.000,-0.133,-0.125,247.864,363.831,1035.583
-4.000,0.311,-0.191,244.202,388.916,1061.035
-4.000,0.927,-0.471,261.475,399.475,1059.265
-4.000,1.456,-0.762,297.668,384.033,1030.945
-4.000,1.900,-1.218,330.017,352.600,980.408
-3.711,2.290,-1.763,330.261,307.861,910.522
-3.152,2.507,-2.069,296.509,252.380,820.251
-2.733,2.496,-2.060,249.695,181.763,719.482
-2.417,2.543,-1.868,165.833,99.792,641.235
-2.124,2.600,-1.559,104.919,32.410,566.284
-1.989,2.436,-1.186,78.491,-18.311,476.074
-2.036,2.240,-0.797,79.041,-49.011,392.761
-2.036,2.108,-0.399,83.679,-73.669,328.247
-2.039,1.956,-0.049,87.219,-80.566,268.982
-2.007,1.825,0.200,80.688,-74.585,223.938
-1.885,1.757,0.370,74.158,-58.228,190.552
-1.751,1.743,0.453,75.928,-32.959,159.485
-1.631,1.724,0.449,90.027,-4.333,126.953
-1.536,1.690,0.309,115.356,25.696,96.863
-1.465,1.731,0.117,132.507,50.720,71.289
-1.368,1.683,-0.157,137.146,76.416,39.856
-1.371,1.583,-0.404,132.690,90.454,8.667
-1.355,1.471,-0.688,119.690,91.858,-7.935
-1.337,1.332,-0.930,101.624,82.458,-22.705
-1.282,1.219,-1.090,74.402,67.627,-31.677
-1.201,1.120,-1.140,50.903,49.133,-41.504
-1.102,1.038,-1.093,35.400,27.588,-48.218
-0.996,0.976,-1.010,29.053,10.010,-52.185
-0.905,0.904,-0.925,27.771,-0.854,-57.556
-0.827,0.812,-0.869,31.738,-5.127,-63.660
-0.765,0.733,-0.850,36.255,-5.310,-69.641
-0.739,0.652,-0.873,39.429,-4.211,-74.524
-0.724,0.563,-0.916,40.955,-3.418,-77.637
-0.714,0.487,-0.955,38.330,-4.028,-77.820
-0.705,0.423,-0.986,32.043,-6.653,-75.378
-0.696,0.368,-0.995,24.902,-11.902,-70.740
-0.679,0.348,-0.953,15.869,-19.104,-64.636
-0.657,0.355,-0.886,7.385,-25.085,-58.472
-0.634,0.385,-0.805,0.244,-30.151,-53.406
-0.609,0.417,-0.720,-5.066,-32.898,-50.598
-0.592,0.424,-0.647,-8.240,-33.264,-50.415
-0.590,0.407,-0.607,-10.132,-30.579,-50.964
-0.599,0.372,-0.580,-11.536,-27.100,-51.086
-0.611,0.330,-0.565,-12.329,-23.315,-50.903
-0.631,0.271,-0.563,-12.817,-19.409,-50.232
-0.642,0.224,-0.584,-14.709,-15.076,-47.485
-0.639,0.202,-0.594,-17.090,-12.329,-42.664
-0.617,0.187,-0.611,-18.188,-9.766,-37.292
-0.606,0.190,-0.632,-18.127,-7.019,-32.532
-0.606,0.197,-0.656,-18.127,-4.944,-29.236
-0.606,0.208,-0.676,-18.372,-3.662,-27.100
-0.596,0.215,-0.707,-18.433,-3.784,-26.306
-0.606,0.203,-0.738,-17.700,-5.005,-25.574
-0.605,0.194,-0.748,-18.494,-6.470,-25.208
-0.601,0.189,-0.745,-19.653,-8.118,-25.085
-0.593,0.185,-0.720,-20.081,-9.766,-24.719
-0.591,0.173,-0.688,-18.066,-10.742,-24.902
-0.601,0.158,-0.669,-14.221,-9.399,-25.269
-0.604,0.148,-0.663,-10.315,-6.287,-25.208
-0.601,0.142,-0.675,-6.042,-3.052,-24.231
-0.597,0.144,-0.702,-1.709,0.061,-23.499
-0.602,0.138,-0.727,1.526,2.136,-22.949
-0.602,0.124,-0.746,3.296,3.418,-22.156
-0.598,0.120,-0.761,3.662,4.089,-20.508
-0.588,0.123,-0.780,2.747,3.479,-18.188
-0.578,0.134,-0.791,0.244,1.953,-15.869
-0.580,0.143,-0.793,-1.709,0.122,-12.695
-0.586,0.152,-0.782,-4.761,-1.282,-10.254
-0.586,0.171,-0.756,-7.935,-2.686,-7.568
-0.595,0.190,-0.734,-9.338,-3.052,-4.944
0.643,0.170,-0.838,8.301,31.738,-70.435
0.630,0.149,-0.833,7.935,25.513,-75.134
0.621,0.134,-0.833,7.935,20.264,-78.491
0.614,0.118,-0.840,6.165,17.761,-80.444
0.596,0.082,-0.842,4.517,15.686,-81.421
0.597,0.049,-0.800,-0.183,14.954,-81.360
0.592,0.026,-0.813,1.099,16.052,-80.750
0.590,0.022,-0.831,1.831,16.296,-79.407
0.589,0.009,-0.840,2.502,15.320,-78.674
0.614,0.008,-0.849,3.418,13.062,-78.186
0.625,0.026,-0.850,2.625,8.484,-78.308
0.626,0.023,-0.842,2.686,3.540,-80.505
0.617,0.007,-0.828,2.380,-0.366,-83.130
0.602,-0.021,-0.812,0.793,-3.540,-85.144
0.587,-0.050,-0.803,-1.343,-4.700,-85.754
0.576,-0.090,-0.798,-3.113,-4.028,-85.632
0.567,-0.119,-0.792,-6.897,-3.052,-84.290
0.552,-0.135,-0.783,-10.132,-2.197,-81.848
0.537,-0.159,-0.778,-11.047,-0.122,-79.651
0.552,-0.180,-0.773,-10.681,1.831,-75.928
0.552,-0.187,-0.756,-9.460,2.686,-72.083
0.540,-0.178,-0.738,-7.202,3.418,-69.092
0.537,-0.189,-0.720,-2.380,5.188,-66.895
0.543,-0.192,-0.711,2.808,6.714,-64.941
0.539,-0.188,-0.707,8.484,7.446,-62.378
0.529,-0.173,-0.735,14.343,8.545,-61.584
0.527,-0.158,-0.781,19.409,9.277,-63.110
0.515,-0.144,-0.859,23.743,7.141,-65.247
0.492,-0.129,-0.947,23.437,3.174,-69.580
0.498,-0.090,-0.985,19.287,-3.784,-73.914
0.499,-0.054,-1.010,13.306,-11.292,-80.200
0.427,-0.048,-1.037,7.385,-17.822,-91.919
0.314,-0.067,-1.098,1.770,-21.179,-107.422
0.187,-0.093,-1.173,-2.380,-22.583,-123.840
0.013,-0.145,-1.208,-13.245,-24.780,-137.634
-0.276,-0.217,-1.106,-25.513,-24.841,-146.667
-0.598,-0.410,-1.012,-49.805,-17.578,-156.616
-1.112,-0.861,-0.766,-93.811,-1.648,-164.062
-1.702,-1.513,-0.266,-137.329,14.221,-158.630
-2.388,-2.566,0.580,-143.860,42.969,-108.459
-2.859,-3.669,1.331,-114.746,107.422,9.033
-3.758,-3.997,1.547,-73.730,210.693,200.378
-4.000,-3.544,0.992,-20.630,338.318,435.242
-4.000,-2.718,0.547,54.504,419.067,639.099
-4.000,-1.783,0.452,156.799,437.622,810.303
-4.000,-0.941,0.647,261.963,431.885,952.026
-4.000,-0.324,0.590,337.891,456.482,1058.044
-4.000,0.552,-0.045,366.028,524.841,1126.404
-4.000,1.227,-0.914,353.943,583.984,1157.166
-4.000,1.869,-1.934,325.928,590.393,1148.193
-4.000,2.642,-2.608,268.005,533.508,1116.577
-4.000,3.449,-2.893,221.863,437.622,1042.908
-3.724,3.792,-2.950,216.614,330.322,920.105
-2.761,4.000,-2.696,215.271,213.745,800.598
-2.051,4.000,-2.174,190.796,95.337,682.434
-1.583,4.000,-1.644,105.103,-7.385,530.823
-1.598,3.862,-1.186,24.536,-40.344,397.034
-1.723,3.071,-0.643,26.245,-52.551,259.949
-1.944,2.147,-0.069,67.810,-67.505,144.348
-1.882,1.576,0.218,84.045,-55.603,102.295
-1.667,1.383,0.211,76.050,-16.174,94.421
-1.384,1.450,0.058,72.998,18.738,91.614
-1.153,1.549,-0.142,78.857,43.030,80.200
-0.983,1.566,-0.385,83.557,60.608,55.481
-0.939,1.498,-0.641,89.600,65.979,27.161
-0.912,1.395,-0.836,81.665,57.068,3.967
-0.923,1.248,-1.048,61.829,54.321,-27.405
-1.000,1.071,-1.146,50.171,41.931,-44.556
-1.012,0.907,-1.150,42.908,20.996,-44.678
-0.990,0.781,-1.077,32.288,5.127,-41.199
-0.927,0.723,-1.012,18.250,1.953,-37.964
-0.834,0.718,-1.004,13.672,2.258,-35.767
-0.737,0.720,-1.004,18.616,-2.014,-34.241
-0.653,0.729,-0.991,26.184,-8.972,-35.706
-0.583,0.706,-0.956,30.884,-15.137,-41.138
-0.532,0.664,-0.908,31.738,-20.203,-48.584
-0.509,0.614,-0.851,29.480,-24.902,-54.749
-0.504,0.548,-0.807,27.588,-28.564,-60.120
-0.516,0.472,-0.775,26.794,-30.151,-64.026
-0.526,0.405,-0.751,26.550,-30.701,-64.880
-0.561,0.326,-0.724,25.452,-30.579,-62.805
-0.578,0.285,-0.686,23.437,-28.076,-57.800
-0.572,0.269,-0.660,21.362,-23.865,-50.720
-0.540,0.301,-0.638,18.188,-21.118,-42.480
-0.506,0.343,-0.622,15.808,-18.066,-36.743
-0.475,0.375,-0.619,14.343,-14.832,-33.936
-0.449,0.401,-0.632,13.550,-11.841,-33.630
-0.430,0.427,-0.649,12.817,-9.521,-35.400
-0.440,0.442,-0.679,11.475,-8.179,-38.574
-0.454,0.425,-0.702,11.292,-7.996,-41.626
-0.476,0.398,-0.717,10.681,-8.545,-43.579
-0.520,0.335,-0.723,9.216,-8.545,-44.434
-0.563,0.279,-0.732,6.165,-7.263,-42.786
-0.592,0.248,-0.725,1.892,-5.798,-38.635
-0.597,0.232,-0.706,-2.258,-4.883,-33.325
-0.589,0.221,-0.688,-4.395,-3.662,-27.100
-0.574,0.231,-0.681,-4.639,-2.319,-21.057
-0.558,0.260,-0.684,-3.540,-0.610,-15.198
-0.531,0.295,-0.689,-1.404,1.282,-11.597
-0.507,0.323,-0.700,1.221,2.625,-10.254
-0.493,0.340,-0.731,4.517,3.906,-10.925
-0.498,0.343,-0.775,7.446,4.089,-12.573
-0.516,0.328,-0.798,8.606,2.686,-14.160
-0.547,0.302,-0.796,8.606,0.366,-14.343
-0.569,0.285,-0.774,7.202,-1.709,-12.817
-0.584,0.285,-0.759,5.859,-2.319,-9.766
-0.573,0.299,-0.742,4.089,-2.197,-6.409
-0.561,0.326,-0.723,3.235,-2.319,-3.357
-0.537,0.356,-0.712,3.235,-1.526,-1.038
-0.519,0.384,-0.718,3.967,0.183,-0.244
-0.505,0.407,-0.730,4.822,1.038,-0.549
-0.499,0.432,-0.747,5.066,1.160,-0.610
-0.495,0.442,-0.763,4.333,0.916,-1.282
-0.499,0.452,-0.782,3.113,0.122,-1.587
-0.515,0.462,-0.813,0.549,-1.282,-1.648
-0.527,0.474,-0.835,-3.601,-3.601,-1.099
-0.535,0.498,-0.829,-8.911,-6.836,0.305
-0.537,0.526,-0.820,-13.855,-9.644,2.014
-0.523,0.561,-0.804,-18.677,-11.292,3.418
0.845,-0.042,-1.040,0.305,41.992,-177.368
0.823,-0.117,-1.055,-7.629,28.870,-181.030
0.824,-0.173,-1.056,-18.250,17.334,-183.960
0.796,-0.259,-1.026,-26.123,13.611,-185.852
0.749,-0.360,-1.007,-31.189,12.573,-184.387
0.704,-0.450,-1.008,-35.828,9.033,-179.382
0.683,-0.539,-0.967,-36.133,5.005,-170.410
0.657,-0.589,-0.932,-33.386,1.526,-157.104
0.652,-0.616,-0.913,-30.151,-3.113,-142.273
0.628,-0.594,-0.906,-26.001,-8.728,-128.235
0.613,-0.586,-0.848,-23.743,-13.428,-116.760
0.595,-0.571,-0.818,-23.682,-18.616,-108.887
0.587,-0.560,-0.792,-22.034,-21.301,-103.271
0.590,-0.543,-0.756,-20.264,-23.010,-97.168
0.611,-0.508,-0.746,-19.897,-24.048,-90.942
0.592,-0.499,-0.728,-17.700,-23.499,-86.853
0.570,-0.507,-0.692,-16.602,-25.574,-82.092
0.554,-0.508,-0.664,-15.930,-30.762,-76.294
0.547,-0.529,-0.624,-12.817,-34.790,-70.801
0.530,-0.559,-0.625,-8.179,-34.424,-65.308
0.510,-0.548,-0.611,-2.441,-31.311,-61.707
0.535,-0.532,-0.599,0.549,-28.625,-58.838
0.545,-0.515,-0.640,5.310,-24.353,-55.664
0.504,-0.535,-0.684,9.277,-23.193,-51.453
0.535,-0.495,-0.763,12.085,-28.992,-44.800
0.557,-0.458,-0.795,10.986,-37.231,-36.743
0.604,-0.395,-0.790,6.287,-46.509,-31.006
0.619,-0.378,-0.757,-1.770,-51.941,-31.677
0.609,-0.366,-0.774,-6.897,-52.917,-37.537
0.598,-0.360,-0.869,-11.536,-52.368,-42.664
0.553,-0.410,-0.993,-9.888,-52.551,-48.645
0.471,-0.443,-1.103,-2.869,-56.763,-52.429
0.339,-0.460,-1.183,2.563,-66.711,-52.429
0.243,-0.502,-1.166,4.395,-80.811,-49.011
0.115,-0.549,-1.000,0.183,-95.154,-43.579
-0.074,-0.716,-0.816,-1.526,-110.229,-47.791
-0.327,-0.932,-0.562,-6.042,-118.408,-61.829
-0.579,-1.167,-0.173,-10.071,-105.652,-60.181
-0.940,-1.472,0.348,-15.747,-80.688,-37.720
-1.379,-1.788,0.932,1.282,-36.316,7.751
-1.885,-2.128,1.463,35.889,30.640,83.130
-2.301,-2.197,1.717,75.378,119.995,188.354
-2.847,-2.250,1.857,119.873,215.576,304.199
-3.411,-2.194,1.947,172.241,309.204,427.490
-3.894,-1.715,1.920,225.281,401.550,554.382
-4.000,-1.328,1.726,292.175,485.229,679.382
-4.000,-0.891,1.364,359.131,560.364,788.086
-4.000,-0.289,0.769,403.625,629.333,880.005
-4.000,0.319,0.114,426.025,686.951,948.425
-4.000,1.033,-0.722,411.255,735.413,983.765
-4.000,1.957,-1.581,363.159,756.470,975.403
-4.000,2.697,-2.388,303.467,726.990,918.640
-3.976,3.518,-2.951,275.635,641.663,835.999
-3.099,3.846,-3.180,306.213,528.503,724.243
-2.120,4.000,-3.063,328.857,383.118,607.117
-1.426,4.000,-2.755,292.542,234.985,510.193
-1.100,4.000,-2.243,148.682,100.952,437.439
-1.143,3.839,-1.779,61.707,20.935,340.515
-1.325,3.387,-1.084,23.621,-47.058,229.919
-1.491,2.918,-0.413,37.354,-88.318,138.184
-1.635,2.365,0.192,71.350,-111.694,58.960
-1.514,2.172,0.464,61.340,-95.459,48.584
-1.271,2.137,0.456,35.522,-50.110,47.485
-1.030,2.076,0.274,36.926,-3.235,27.710
-0.855,1.953,-0.037,55.603,31.799,-2.319
-0.724,1.797,-0.421,68.298,54.138,-24.536
-0.665,1.586,-0.824,73.364,60.913,-43.396
-0.709,1.343,-1.181,69.458,54.199,-54.871
-0.715,1.186,-1.458,51.636,36.133,-52.856
-0.784,1.095,-1.564,22.583,8.911,-43.091
-0.796,1.066,-1.475,-2.625,-21.667,-31.616
-0.784,1.085,-1.299,-17.944,-47.852,-22.034
-0.752,1.113,-1.090,-22.217,-63.538,-19.775
-0.717,1.106,-0.915,-19.714,-67.993,-24.475
-0.670,1.065,-0.804,-11.719,-64.514,-32.654
-0.610,1.008,-0.750,-1.404,-57.556,-40.405
-0.558,0.938,-0.724,7.385,-51.880,-46.204
-0.530,0.850,-0.719,13.611,-47.363,-51.514
-0.525,0.754,-0.740,14.282,-42.725,-55.481
-0.522,0.657,-0.746,8.850,-40.771,-55.908
-0.515,0.599,-0.775,1.526,-42.053,-52.979
-0.508,0.566,-0.767,-8.301,-44.983,-48.645
-0.487,0.563,-0.755,-15.991,-48.523,-43.884
-0.479,0.573,-0.714,-22.217,-51.331,-39.246
-0.470,0.593,-0.658,-26.489,-53.040,-35.645
-0.466,0.596,-0.603,-28.198,-51.392,-33.752
-0.479,0.581,-0.546,-26.794,-47.668,-33.447
-0.487,0.562,-0.507,-24.719,-42.297,-34.058
-0.500,0.550,-0.500,-22.461,-35.767,-34.363
-0.504,0.549,-0.525,-19.653,-29.053,-33.630
-0.484,0.569,-0.570,-17.090,-23.010,-32.593
-0.466,0.592,-0.640,-16.235,-18.982,-32.349
-0.449,0.621,-0.725,-15.686,-18.005,-32.288
-0.444,0.655,-0.820,-16.602,-20.935,-32.532
-0.428,0.692,-0.870,-19.409,-26.550,-33.142
-0.414,0.738,-0.870,-24.536,-34.302,-33.936
-0.419,0.784,-0.852,-29.175,-42.053,-35.095
-0.427,0.828,-0.823,-33.508,-49.255,-35.583
-0.419,0.884,-0.773,-37.659,-55.603,-33.752
-0.384,1.001,-0.741,-42.419,-58.899,-32.104
-0.328,1.184,-0.776,-51.208,-59.265,-31.738
-0.251,1.399,-0.805,-66.223,-63.965,-34.302
-0.211,1.677,-0.794,-87.708,-74.036,-40.466
-0.167,2.033,-0.695,-116.150,-86.487,-53.162
-0.132,2.449,-0.468,-147.827,-99.121,-77.148
-0.097,2.828,-0.162,-178.101,-106.201,-115.601
-0.115,3.079,0.168,-193.726,-109.375,-168.213
-0.120,3.252,0.536,-190.125,-109.985,-230.713
-0.114,3.369,0.852,-166.382,-99.304,-298.157
-0.243,3.288,0.979,-122.803,-77.393,-370.728
-0.500,3.043,1.002,-65.430,-52.917,-443.726
-0.823,2.600,1.001,-7.019,-27.405,-506.531
-1.186,1.995,1.053,35.156,4.578,-550.232
-1.572,1.352,1.039,42.297,55.969,-573.547
-1.753,0.794,1.031,53.223,111.023,-588.257
-1.900,0.344,0.922,63.538,162.842,-596.680
-2.065,0.040,0.710,94.971,214.539,-588.440
-2.298,-0.168,0.372,150.452,253.845,-569.031
-2.586,-0.490,-0.175,220.520,283.997,-533.875
0.864,-0.270,-0.584,15.930,-11.658,-29.785
0.854,-0.286,-0.622,21.362,-13.000,-32.166
0.863,-0.312,-0.594,17.456,-16.968,-34.607
0.879,-0.316,-0.575,18.188,-20.691,-35.828
0.846,-0.357,-0.537,21.301,-23.621,-37.476
0.859,-0.327,-0.489,16.968,-23.865,-36.987
0.857,-0.319,-0.485,16.846,-22.034,-37.537
0.899,-0.258,-0.435,23.499,-15.503,-42.297
0.892,-0.217,-0.413,31.128,-10.620,-47.607
0.901,-0.188,-0.379,39.185,-6.409,-56.091
0.922,-0.154,-0.378,51.880,-1.404,-66.956
0.946,-0.166,-0.433,64.453,3.052,-79.895
0.958,-0.225,-0.412,67.383,5.920,-92.346
0.922,-0.276,-0.523,49.500,10.376,-99.548
0.911,-0.355,-0.555,27.161,10.254,-101.196
0.835,-0.453,-0.576,20.569,9.705,-104.919
0.802,-0.500,-0.575,8.850,10.864,-106.384
0.806,-0.476,-0.578,-4.272,11.597,-103.088
0.803,-0.443,-0.591,-17.883,12.634,-99.915
0.795,-0.425,-0.613,-38.940,13.855,-97.839
0.788,-0.449,-0.648,-62.439,17.029,-96.069
0.779,-0.428,-0.716,-84.778,18.982,-94.055
0.774,-0.479,-0.807,-106.812,15.503,-91.614
0.736,-0.545,-0.874,-126.831,5.798,-89.355
0.723,-0.552,-0.836,-141.235,-13.000,-87.219
0.700,-0.562,-0.737,-135.193,-32.837,-84.290
0.640,-0.583,-0.667,-117.249,-45.837,-78.796
0.694,-0.428,-0.685,-109.131,-58.289,-75.745
0.752,-0.313,-0.748,-105.591,-72.693,-81.482
0.760,-0.303,-0.837,-90.027,-89.111,-92.712
0.635,-0.488,-0.793,-69.824,-107.056,-106.262
0.480,-0.619,-0.672,-66.223,-119.202,-112.122
0.404,-0.575,-0.704,-84.839,-124.512,-107.849
0.410,-0.444,-0.646,-118.408,-128.540,-106.934
0.399,-0.521,-0.400,-128.357,-136.902,-113.464
0.235,-0.687,-0.247,-115.845,-137.024,-113.159
0.117,-0.921,0.209,-115.234,-128.418,-98.206
-0.223,-0.925,0.468,-109.680,-105.286,-77.698
-0.537,-1.323,0.957,-92.590,-70.984,-53.162
-0.865,-1.698,1.823,-74.707,-29.114,-17.151
-1.229,-2.089,3.142,-39.978,26.978,29.175
-1.586,-2.357,4.000,25.818,133.972,112.244
-2.400,-2.167,4.000,46.143,301.086,228.027
-3.481,-1.964,4.000,8.911,499.634,324.585
-4.000,-1.844,3.796,-1.526,692.810,386.719
-4.000,-1.394,2.570,-49.011,908.325,444.092
-4.000,-1.424,1.533,-76.782,1089.539,447.388
-4.000,-1.116,0.515,-95.825,1211.548,434.814
-4.000,-0.432,-0.277,-28.198,1267.456,434.692
-4.000,0.747,-0.979,122.620,1254.883,456.726
-4.000,1.071,-1.958,195.374,1227.356,427.979
-4.000,0.899,-2.864,76.416,1176.208,310.608
-4.000,0.314,-3.796,15.381,1082.825,181.824
-3.998,-0.335,-4.000,53.040,954.407,125.000
-3.385,0.197,-4.000,82.947,821.167,144.775
-2.623,-0.224,-4.000,48.096,721.191,126.282
-2.034,-0.473,-4.000,31.189,559.692,113.770
-1.406,-0.138,-4.000,52.307,368.713,148.132
-1.181,0.082,-3.948,79.834,189.453,164.001
-1.416,0.092,-2.222,127.441,79.163,150.208
-1.336,0.095,-0.929,135.315,33.325,131.042
-1.397,0.217,0.207,135.742,13.977,116.638
-1.092,0.547,0.151,118.896,35.889,108.276
-0.915,0.785,-0.238,88.501,54.016,83.801
-0.718,0.906,-0.855,80.261,62.012,54.504
-0.589,0.928,-1.272,71.289,53.711,26.428
-0.575,0.666,-1.500,67.017,34.424,-9.338
-0.677,0.286,-1.492,71.716,9.277,-37.170
-0.837,-0.111,-1.291,78.369,-11.841,-46.265
